0x0	__function_selector__
0x1d9	relayTokens(address,uint256)
0x1ff	setExecutionMaxPerTx(address,uint256)
0x223	maxPerTx(address)
0x256	fixFailedMessage(bytes32)
0x26e	setBridgeContract(address)
0x28f	withinLimit(address,uint256)
0x2c7	handleBridgedTokens(address,address,uint256)
0x2f1	executionMaxPerTx(address)
0x312	mediatorBalance(address)
0x333	isTokenRegistered(address)
0x354	setDailyLimit(address,uint256)
0x378	initialize(address,address,uint256[3],uint256[2],uint256,address)
0x3b0	isInitialized()
0x3c5	withinExecutionLimit(address,uint256)
0x3e9	getCurrentDay()
0x3fe	executionDailyLimit(address)
0x41f	getBridgeMode()
0x466	messageFixed(bytes32)
0x47e	claimTokens(address,address)
0x4a5	setMediatorContractOnOtherSide(address)
0x4c6	maxAvailablePerTx(address)
0x4e7	setExecutionDailyLimit(address,uint256)
0x50b	tokenRegistrationMessageId(address)
0x52c	mediatorContractOnOtherSide()
0x55d	owner()
0x572	requestFailedMessageFix(bytes32)
0x58a	getBridgeInterfacesVersion()
0x5cb	minPerTx(address)
0x5ec	onTokenTransfer(address,uint256,bytes)
0x655	totalSpentPerDay(address,uint256)
0x679	relayTokens(address,address,uint256)
0x6a3	requestGasLimit()
0x6b8	bridgeContract()
0x6cd	fixMediatorBalance(address,address)
0x6f4	setMaxPerTx(address,uint256)
0x718	setMinPerTx(address,uint256)
0x73c	totalExecutedPerDay(address,uint256)
0x760	transferOwnership(address)
0x781	setRequestGasLimit(uint256)
0x799	dailyLimit(address)
0x7ba	0x7ba
0x7c9	0x7c9
0x8e6	0x8e6
0x9a9	0x9a9
0xd56	0xd56
0xd7e	0xd7e
0xdf5	0xdf5
0xe19	0xe19
0xe9a	0xe9a
0xf2d	0xf2d
0x108f	0x108f
0x1277	0x1277
0x12c8	0x12c8
0x131e	0x131e
0x1327	0x1327
0x13cc	0x13cc
0x1495	0x1495
0x1544	0x1544
0x1569	0x1569
0x1711	0x1711
0x17a4	0x17a4
0x17fb	0x17fb
0x1852	0x1852
0x1b99	0x1b99
0x1c44	0x1c44
0x1d24	0x1d24
0x1d2f	0x1d2f
0x1d7d	0x1d7d
0x1dd4	0x1dd4
0x2123	0x2123
0x2204	0x2204
0x22e9	0x22e9
0x2384	0x2384
0x23a9	0x23a9
0x23ce	0x23ce
0x244f	0x244f
0x25ba	0x25ba
0x2689	0x2689
0x2711	0x2711
0x279c	0x279c
0x27a9	0x27a9
0x27e5	0x27e5
0x285c	0x285c
0x2afc	0x2afc
0x2cab	0x2cab
0x2d0c	0x2d0c
0x2e3a	0x2e3a
0x2e73	0x2e73
0x2ec4	0x2ec4
0x32c8	0x32c8
0x33b3	0x33b3
0x3445	0x3445
0x3533	0x3533
0x35b5	0x35b5
0x3638	0x3638
0x3693	0x3693
0x3736	0x3736
0x37ae	0x37ae
0x3832	0x3832
0x3987	0x3987
0x39c6	0x39c6
0x3af0	0x3af0
0x3b37	0x3b37
0x3b43	0x3b43
0x3bf6	0x3bf6
0x3d07	0x3d07
0x3e07	0x3e07
0x3f9d	0x3f9d
0x3ff7	0x3ff7
0x4009	0x4009
0x406c	0x406c
0x40b3	0x40b3
0x4114	0x4114
0x4129	0x4129
0x4159	0x4159
0x4283	()
0x4283	fallback()
