0x10f4	0x1283
0x166f	0x1742
0x1a3f	0x1b55
0x1fac	0x2193
0x22a1	0x2428
0x2574	0x26b7
0x26c1	0x27cf
0x27d5	0x2841
0x2845	0x29e0
0x2a07	0x2a07
0x2a1b	0x2a1b
0x2a2f	0x2abe
0x2ac2	0x2b02
