0x0	__function_selector__
0x131	()
0x131	fallback()
0x136	KERNEL_APP_ID()
0x15e	APP_ADDR_NAMESPACE()
0x174	KERNEL_APP()
0x18a	apps(bytes32)
0x1bf	getApp(bytes32)
0x1d8	initialize(address,address)
0x202	CORE_NAMESPACE()
0x218	appId()
0x22e	newAppInstance(bytes32,address)
0x253	getInitializationBlock()
0x269	APP_MANAGER_ROLE()
0x27f	newPinnedAppInstance(bytes32,address)
0x2a4	ACL_APP()
0x2ba	setApp(bytes32,bytes32,address)
0x2e2	ACL_APP_ID()
0x2f8	newAppProxyPinned(address,bytes32,bytes)
0x360	kernel()
0x376	APP_BASES_NAMESPACE()
0x38c	acl()
0x3a2	newAppProxy(address,bytes32)
0x3c7	newAppProxy(address,bytes32,bytes)
0x42f	hasPermission(address,address,bytes32,bytes)
0x4b2	newAppProxyPinned(address,bytes32)
0x5bf	0x5bf
0x5da	0x5da
0x752	0x752
0x835	0x835
0x938	0x938
0xa71	0xa71
0xb96	0xb96
0xbf8	0xbf8
0xc32	0xc32
0xc42	0xc42
0xd50	0xd50
0xda0	0xda0
0xe3f	0xe3f
0xe55	0xe55
0xfaa	0xfaa
