0x4f1
0x50a
0x558
0x56f
0x5ca
0x5e1
0x5f8
0x66e
0x699
0x6c4
0x710
0x727
0x77b
0x792
0x7b3
0x7d4
0x7eb
0x80c
0x823
0x83a
0x866
0x87d
0x89e
0x8e7
0x918
0x92f
0x946
0x98b
0x9a2
0x9cd
0x9f8
0xa19
0xa30
0xa47
0x13a6
0x16fc
0x2129
0x2a8c
0x34ba
0x380f
0x38b5
0x4501
0x4e6e
0x4f8d
