0xa86
0xd01
0x130c
0x2188
0x2428
0x24e3
0x270f
0x2b97
0x2c32
0x2cbd
0x3445
0x3569
0x38df
0x39b8
0x3a28
0x3aa3
0x3b13
0x3c26
0x3ceb
0x3dd9
0x40d1
0x4174
0x4b11
0x4c98
0x7b98
