0xaf	0x00000000
0xb4	0x2df0b61
0xdd	0x4a6021d
0x121	0x2dff0d0d
0x165	0x30d2219b
0x18e	0x53ed5143
0x1b9	0x5c60da1b
0x1e4	0x8da5cb5b
0x20f	0xaaa44e5c
0x23a	0xc4d66de8
0x263	0xd9db1f55
0x28c	0xf2fde38b
