0x3e67	0x52e1	0	Regular
0x42d1	0x52e1	0	Regular
0x3d71	0x5247	0	Regular
0x3dc1	0x52e1	0	Regular
0x41db	0x5247	0	Regular
0x422b	0x52e1	0	Regular
0x741c	0x52e1	0	Regular
0x7487	0x52e1	0	Regular
0x11ef0x438	0x12c9	2	Regular
0x11ef0x438	0x12c9	3	Regular
0x11ef0x1107	0x12c9	2	Regular
0x11ef0x1107	0x12c9	3	Regular
0x51d0B0x5150	0x593c	0	Regular
0x51d0B0x3d06	0x593c	0	Regular
0x51d0B0x416e	0x593c	0	Regular
0x51d0B0x50d6	0x593c	0	Regular
0x51d0B0x5125	0x593c	0	Regular
0x51d0B0x521a	0x593c	0	Regular
0x51d0B0x535b	0x593c	0	Regular
0x51d0B0x51b20x508	0x593c	0	Regular
0x51d0B0x51b20x12c9	0x593c	0	Regular
0x51d0B0x51b20x3c32	0x593c	0	Regular
0x51d0B0x51b20x3eba	0x593c	0	Regular
