0x0	0xc
0x1a	0x2b
0x2f2a	0x2f46
0x2f46	0x2f78
0x301e	0x3050
0x387e	0x38c80x2e32
0x3b1c	0x3b6d
0x10	0x1a
0x1c8	0x1d4
0x104	0x110
0xa2	0xae
0x7c	0x88
0xde	0xea
0x171	0x17d
0x14b	0x157
0x1a2	0x1ae
0x297	0x2a3
0x240	0x24c
0x21a	0x226
0x271	0x27d
0x304	0x310
0x2de	0x2ea
0x335	0x341
0xe85	0xee2
0xf30	0xf9e
0x4b6	0x4cd
0x4d1	0x4df
0x4e3	0x501
0x505	0x554
0x558	0x566
0x56a	0x588
0x1161	0x1180
0x1398	0x13b7
0x15cb	0x15ef
0x16d2	0x16f7
0x177e	0x179e
0x78a	0x7a1
0x7a5	0x7b3
0x7b7	0x7d5
0x18c1	0x18e6
0x8a6	0x8bd
0x8c1	0x8cf
0x8d3	0x8f1
0x8f5	0x944
0x948	0x956
0x95a	0x978
0x1b1e	0x1b43
0x1bcf	0x1bd9
0x1e99	0x1ebc
0x2031	0x2056
0x20fd	0x2121
0x21fb	0x2256
0x2277	0x229c
0x2328	0x2361
0x244b	0x246a
0x25a9	0x25db
0x264a	0x2776
0x290a	0x2932
0xc4	0xcf
0x2941	0x294a
0x2d2a	0x2d4f
0x1184	0x11a3
0x2ee8	0x2f1f
0x13bb	0x13da
0x1610	0x1616
0x1632	0x1638
0x1654	0x1659
0x2b	0x36
0x19b8	0x1a24
0x1a3e	0x1a4c
0x1a4c	0x1a60
0x1c29	0x1c5b
0x1c64	0x1cc6
0x1d29	0x1d68
0x1d71	0x1d97
0x1dc1	0x1e21
0x1e30	0x1e40
0x1e47	0x1e4e
0x1d97	0x1dac
0x1ec0	0x1ec6
0x1f11	0x1f1a
0x1f86	0x1f8e
0x1fa3	0x1fa5
0x1f9f	0x1fa3
0x1fb0	0x1ffc
0x205a	0x2089
0x2142	0x2148
0x2164	0x216a
0x2186	0x218b
0x23a6	0x23d8
0x246e	0x248d
0x162	0x16d
0x277f	0x27c6
0x2816	0x284b
0x289b	0x28a4
0x28fe	0x29020xc96
0x29b0	0x2aa1
0x2b07	0x2b73
0x2b7c	0x2bb9
0x3872	0x387e
0x2f24	0x2f2a
0x3001	0x301e
0x2f7e	0x2fdb
0x2ffd	0x3001
0x3056	0x30b3
0x3572	0x357e
0x357f	0x3586
0x3b13	0x3b1c
0x365a	0x3664
0x3947	0x395a
0x39bb	0x39c1
0x3a23	0x3abc
0x3b7c	0x3b87
0x3563	0x356b
0x3d9	0x3eb
0x426	0x438
0x4a0	0x4b2
0x5e2	0x5f4
0x653	0x665
0x694	0x6a6
0x6cd	0x6df
0x700	0x712
0x739	0x74b
0x774	0x786
0x81a	0x82c
0x84d	0x85f
0x890	0x8a2
0x9e9	0x9fb
0xa35	0xa47
0xa68	0xa7a
0xa9b	0xaad
0xad4	0xae6
0xb07	0xb19
0xb3a	0xb4c
0xb6d	0xb7f
0xbb6	0xbc8
0xbe9	0xbfb
0xc22	0xc34
0xc5b	0xc6d
0xc96	0xca8
0xcea	0xcfc
0xd2d	0xd3f
0xd8b	0xd9d
0xdd6	0xde8
0xe35	0xe47
0xe52	0xe64
0x36	0x41
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x6d	0x78
0x88	0x93
0x93	0x9e
0xae	0xb9
0xb9	0xc4
0xcf	0xda
0xea	0xf5
0xf5	0x100
0x110	0x11b
0x11b	0x126
0x126	0x131
0x131	0x13c
0x13c	0x147
0x157	0x162
0x17d	0x188
0x188	0x193
0x193	0x19e
0x1ae	0x1b9
0x1b9	0x1c4
0x1d4	0x1df
0x1df	0x1ea
0x1ea	0x1f5
0x1f5	0x200
0x200	0x20b
0x20b	0x216
0x226	0x231
0x231	0x23c
0x24c	0x257
0x257	0x262
0x262	0x26d
0x27d	0x288
0x288	0x293
0x2a3	0x2ae
0x2ae	0x2b9
0x2b9	0x2c4
0x2c4	0x2cf
0x2cf	0x2da
0x2ea	0x2f5
0x2f5	0x300
0x310	0x31b
0x31b	0x326
0x326	0x331
0x341	0x34c
0x34c	0x357
0xee2	0xeea
0x15ef	0x1610
0x1616	0x1632
0x1638	0x1654
0x1a24	0x1a2c
0x2121	0x2142
0x2148	0x2164
0x216a	0x2186
0x2256	0x225e
0x2f1f	0x2f24
0x395a	0x39bb
0x38e00x2e32	0x38f40x2e32
0x38e00x35d6	0x38f40x35d6
0x38c80x2e32	0x38d10x2e32
0x38c80x35d6	0x38d10x35d6
