0x0	__function_selector__
0x1ea	()
0x1ea	fallback()
0x1ef	signature(bytes32,uint256)
0x27f	erc677token()
0x2b0	deposit(address,uint256,bytes32)
0x2d9	homeMaxPerTx()
0x300	totalSpentPerDay(uint256)
0x318	isInitialized()
0x341	getCurrentDay()
0x356	requiredBlockConfirmations()
0x36b	message(bytes32)
0x383	totalExecutedPerDay(uint256)
0x39b	gasLimitDepositRelay()
0x3b0	submitSignature(bytes,bytes)
0x3dc	setHomeMaxPerTx(uint256)
0x3f4	claimTokens(address,address)
0x41b	depositsSigned(bytes32)
0x433	setGasLimits(uint256,uint256)
0x44e	homeDailyLimit()
0x463	foreignDailyLimit()
0x478	owner()
0x48d	messagesSigned(bytes32)
0x4a5	claimTokensFromErc677(address,address)
0x4cc	validatorContract()
0x4e1	deployedAtBlock()
0x4f6	setMinPerTx(uint256)
0x50e	onTokenTransfer(address,uint256,bytes)
0x53f	setRequiredBlockConfirmations(uint256)
0x557	setHomeDailyLimit(uint256)
0x56f	gasPriceForCompensationAtHomeSide()
0x584	setGasPrice(uint256)
0x59c	gasLimitWithdrawConfirm()
0x5b1	setMaxPerTx(uint256)
0x5c9	setForeignDailyLimit(uint256)
0x5e1	upgradeabilityAdmin()
0x5f6	minPerTx()
0x60b	withinLimit(uint256)
0x623	initialize(address,address,uint256,uint256,uint256,uint256,uint256)
0x659	transferOwnership(address)
0x67a	withinHomeLimit(uint256)
0x692	upgradeFrom2To3()
0x6a7	maxPerTx()
0x6bc	gasPrice()
0x6d1	isAlreadyProcessed(uint256)
0x6e9	0x6e9
0x716	0x716
0x761	0x761
0xa8a	0xa8a
0xacb	0xacb
0xb15	0xb15
0xb59	0xb59
0xba3	0xba3
0xbb4	0xbb4
0xbfe	0xbfe
0xc3f	0xc3f
0x1040	0x1040
0x11fc	0x11fc
0x132d	0x132d
0x136e	0x136e
0x13af	0x13af
0x13f9	0x13f9
0x1446	0x1446
0x14eb	0x14eb
0x1845	0x1845
0x18ec	0x18ec
0x1a2e	0x1a2e
0x1a9f	0x1a9f
0x1ae0	0x1ae0
0x1b2c	0x1b2c
0x1d71	0x1d71
0x1dae	0x1dae
0x1de6	0x1de6
0x1e7e	0x1e7e
0x1f00	0x1f00
0x1f28	0x1f28
0x20a4	0x20a4
0x20f0	0x20f0
0x214b	0x214b
0x2170	0x2170
0x2320	0x2320
0x23d7	0x23d7
0x242d	0x242d
0x27ad	0x27ad
0x282b	0x282b
