0x13d1	0x13d3
0x2df	0x9e4
0x814	0x9e4
0x13fb	0x2be
0x13fe	0x2d3
0x1401	0x2f6
0x1404	0x316
0x1407	0x336
0x13ef	0x25f
0x13f2	0x27f
0x13f5	0x294
0x13f8	0x2a9
0x13e0	0x19b
0x13e3	0x1bb
0x13e6	0x1db
0x13e9	0x211
0x13ec	0x23f
0x13d4	0x119
0x13d7	0x13b
0x13da	0x15b
0x13dd	0x17b
