0x0	__function_selector__
0x119	initParams(uint256,uint256,uint256)
0x13b	upgrade(address)
0x15b	removeBamm(address)
0x17b	setMaxEthQty(uint256)
0x19b	performUpkeepSafe(bytes)
0x1bb	performUpkeep(bytes)
0x1db	bamms(uint256)
0x211	checkUpkeep(bytes)
0x23f	transferAdmin(address)
0x25f	setMinProfit(uint256)
0x27f	arbChecker()
0x294	withdrawEth()
0x2a9	masterCopy()
0x2be	arb()
0x2d3	findSmallestQty()
0x2f6	addBamm(address)
0x316	setMinEthQty(uint256)
0x336	admin()
0x3e9	0x3e9
0x53e	0x53e
0x95b	0x95b
0x9e4	0x9e4
0xba8	0xba8
0xbcb	0xbcb
0xc35	0xc35
0xcdb	0xcdb
0xd72	0xd72
0xe3b	0xe3b
0xe90	0xe90
0x13d3	()
0x13d3	fallback()
