0x178	0x6fdde03
0x1f5	0x95ea7b3
0x235	0x1624f6c6
0x365	0x18160ddd
0x37f	0x22872e0b
0x39e	0x23b872dd
0x3d4	0x29519457
0x3f3	0x313ce567
0x411	0x39509351
0x43d	0x53ca9f24
0x445	0x70a08231
0x46b	0x715018a6
0x473	0x7a43e23f
0x496	0x86c75e74
0x49e	0x8b5a6a08
0x4c4	0x8da5cb5b
0x4e8	0x8e27d7d7
0x4f0	0x8f32d59b
0x4f8	0x90657147
0x631	0x95d89b41
0x639	0xa457c2d7
0x665	0xa9059cbb
0x691	0xc4d66de8
0x6b7	0xdd62ed3e
0x6e5	0xf2fde38b
0x1928	0x00000000
