0x0	__function_selector__
0x311	bAssetPersonal(uint256)
0x33d	getRedeemExactBassetsOutput(address[],uint256[])
0x35d	name()
0x372	approve(address,uint256)
0x392	setFees(uint256,uint256)
0x3a7	getMintOutput(address,uint256)
0x3ba	surplus()
0x3c2	totalSupply()
0x3ca	setCacheSize(uint256)
0x3dd	getBassets()
0x3f3	weightLimits()
0x409	transferFrom(address,address,uint256)
0x41c	upgradeForgeValidator(address)
0x42f	collectInterest()
0x445	bAssetIndexes(address)
0x465	decimals()
0x46d	increaseAllowance(address,uint256)
0x480	getBasset(address)
0x4a1	redeem(address,uint256,uint256,address)
0x4b4	startRampA(uint256,uint256)
0x4c7	redemptionFee()
0x4cf	swapFee()
0x4d7	ampData()
0x4ef	cacheSize()
0x4f7	0x6bef4a8c
0x50a	maxBassets()
0x512	bAssetData(uint256)
0x525	migrateBassets(address[],address)
0x538	balanceOf(address)
0x54b	getSwapOutput(address,address,uint256)
0x55e	getRedeemOutput(address,uint256)
0x571	collectPlatformInterest()
0x579	handlePegLoss(address,bool)
0x58c	symbol()
0x594	negateIsolation(address)
0x5a7	setWeightLimits(uint128,uint128)
0x5ba	nexus()
0x5cf	decreaseAllowance(address,uint256)
0x5e2	transfer(address,uint256)
0x5f5	redeemExactBassets(address[],uint256[],uint256,address)
0x608	redeemMasset(uint256,uint256[],address)
0x628	mintMulti(address[],uint256[],uint256,address)
0x63b	setTransferFeesFlag(address,bool)
0x64e	getConfig()
0x663	stopRampA()
0x66b	getBasket()
0x681	swap(address,address,uint256,uint256,address)
0x694	forgeValidator()
0x69c	allowance(address,address)
0x6af	getMintMultiOutput(address[],uint256[])
0x6c2	basket()
0x6ca	mint(address,uint256,uint256,address)
0x72d	0x72d
0x875	0x875
0x908	0x908
0x9ba	0x9ba
0xa8a	0xa8a
0xb00	0xb00
0xc77	0xc77
0xd97	0xd97
0xe6c	0xe6c
0x10a7	0x10a7
0x116b	0x116b
0x152e	0x152e
0x15ac	0x15ac
0x15cb	0x15cb
0x175d	0x175d
0x19f3	0x19f3
0x1a3d	0x1a3d
0x1a4c	0x1a4c
0x1bf8	0x1bf8
0x1c47	0x1c47
0x1e1a	0x1e1a
0x1e61	0x1e61
0x1e76	0x1e76
0x1fa7	0x1fa7
0x2110	0x2110
0x2326	0x2326
0x2378	0x2378
0x2397	0x2397
0x239b	0x239b
0x244f	0x244f
0x2489	0x2489
0x25b3	0x25b3
0x269e	0x269e
0x26cd	0x26cd
0x2781	0x2781
0x2b2d	0x2b2d
0x2c70	0x2c70
0x2c91	0x2c91
0x2cba	0x2cba
0x2ccf	0x2ccf
0x4308	0x4308
0x439b	0x439b
0x4422	0x4422
0x44cc	0x44cc
0x4523	0x4523
0x4588	0x4588
0x459f	0x459f
0x45c7	0x45c7
0x45de	0x45de
0x4619	0x4619
0x46a9	0x46a9
0x46f1	0x46f1
0x4701	0x4701
0x47dd	0x47dd
0x47f4	0x47f4
0x4810	0x4810
0x482c	0x482c
0x4864	0x4864
0x48a4	0x48a4
0x4902	0x4902
0x4936	0x4936
0x4961	0x4961
0x49aa	0x49aa
0x49fe	0x49fe
0x4a66	0x4a66
0x4aee	0x4aee
0x4b08	0x4b08
0x4bf0	0x4bf0
0x4c19	0x4c19
0x4c31	0x4c31
0x4c49	0x4c49
0x4c9a	0x4c9a
0x4d4c	0x4d4c
0x4d6d	0x4d6d
0x4d90	0x4d90
0x4dd3	0x4dd3
0x4e0c	0x4e0c
0x4e51	0x4e51
0x4e80	0x4e80
0x4eb2	0x4eb2
0x4ed4	0x4ed4
0x4eef	0x4eef
0x4f2c	0x4f2c
0x4f67	0x4f67
0x4f7d	0x4f7d
0x4f91	0x4f91
0x504c	0x504c
0x5085	0x5085
0x50d1	0x50d1
0x511a	0x511a
0x514b	0x514b
0x518d	0x518d
0x51fb	0x51fb
0x520e	0x520e
0x5265	0x5265
0x53b7	0x53b7
0x53e7	0x53e7
0x54d3	0x54d3
0x5521	0x5521
0x5589	0x5589
0x55e2	0x55e2
0x5610	0x5610
0x577d	0x577d
0x584d	0x584d
0x5906	0x5906
0x5931	0x5931
0x5aa9	0x5aa9
0x5ac9	0x5ac9
0x5bd1	0x5bd1
0x5c54	0x5c54
0x5c6f	0x5c6f
0x5ca1	0x5ca1
0x5caf	0x5caf
0x5cc9	0x5cc9
0x5d08	0x5d08
0x5d7f	0x5d7f
0x5daa	0x5daa
0x5dc2	0x5dc2
0x5de2	0x5de2
0x5e01	0x5e01
0x5e29	0x5e29
0x5e40	0x5e40
0x5e60	0x5e60
0x5e9b	0x5e9b
0x5ee2	0x5ee2
0x5f4c	()
0x5f4c	fallback()
