0x0	__function_selector__
0x18a	()
0x18a	fallback()
0x18a	buy()
0x194	currentPhase()
0x1cd	setCurrentRate(uint256)
0x1e5	changeLibAddress(address)
0x206	thisBalance()
0x22d	libAddress()
0x25e	setKYC(address[],address[])
0x28a	changeOffchainUploaderAddress(address)
0x2ab	setTransferRight(address[],address[])
0x2d7	calcVesting(address)
0x313	setKYCAddress()
0x328	currentRateM()
0x33d	owner()
0x352	changeSetRateAddress(address)
0x373	replaceOwner(address)
0x3a8	offchainUpload(address[],uint256[])
0x3d4	changeKYCAddress(address)
0x3f5	allowTransfer(address)
0x431	setRateAddress()
0x446	offchainUploaderAddress()
0x45b	KYC(address)
0x47c	setVesting(address,uint256,uint256,uint256)
0x4a6	setCurrentPhase(uint8)
0x4c1	calculateReward(uint256)
0x4d9	privateSale1Hardcap()
0x4ee	vesting(address)
0x535	transferRight(address)
0x556	privateSale2Hardcap()
0x56b	currentRate()
0x580	token()
0x595	claimVesting()
0x8bb	0x8bb
0x9c2	0x9c2
0xa7c	0xa7c
0xc3f	0xc3f
0xf04	0xf04
0xfaa	0xfaa
0x1196	0x1196
0x14dd	0x14dd
0x15e8	0x15e8
0x15fb	0x15fb
0x160c	0x160c
0x162e	0x162e
0x1643	0x1643
