0x0	__function_selector__
0x1b9	()
0x1b9	fallback()
0x1be	getDepositComission(address,uint256)
0x1e4	getClusterPrice(address)
0x1f7	clusterFactoryAddress()
0x23c	CLUSTER_TOKEN_DECIMALS()
0x24b	clusterRegister(uint256)
0x25e	SHARES_DECIMALS()
0x268	getRedeemComission(address,uint256)
0x27b	setClusterFactoryAddress(address)
0x290	getUnderlyingsInfo(address,uint256)
0x2b2	getEthAmountFromUnderlyingsAmounts(uint256[],address)
0x2c5	getIndicesList()
0x2da	renounceOwnership()
0x2e2	redeemComission(address)
0x302	setDepositComission(address,uint256)
0x315	owner()
0x333	setAdapterForCluster(address,address)
0x346	controllerChange(address,address)
0x359	depositComission(address)
0x379	dhvTokenInstance()
0x399	getClusterAmountFromEth(uint256,address)
0x3ac	addClusterToRegister(address)
0x3bf	initialize(address)
0x3d2	getDHVPrice(address)
0x3e5	adapters(address)
0x41b	setRedeemComission(address,uint256)
0x42e	transferOwnership(address)
0x441	getUnderlyingsAmountsFromClusterAmount(uint256,address)
0x461	0x461
0x4a9	0x4a9
0x722	0x722
0x824	0x824
0xc77	0xc77
0xf16	0xf16
0xf85	0xf85
0x11fc	0x11fc
0x1483	0x1483
0x17ad	0x17ad
0x190c	0x190c
0x1ada	0x1ada
0x1c0a	0x1c0a
0x1ec1	0x1ec1
0x1fc8	0x1fc8
0x203f	0x203f
0x2164	0x2164
0x2278	0x2278
0x2365	0x2365
0x2375	0x2375
0x2399	0x2399
0x23d2	0x23d2
0x23fe	0x23fe
0x24a4	0x24a4
0x2530	0x2530
0x25f3	0x25f3
0x260c	0x260c
0x2631	0x2631
0x2654	0x2654
0x268f	0x268f
0x26e9	0x26e9
0x2732	0x2732
0x2781	0x2781
0x27a5	0x27a5
0x27bd	0x27bd
0x27f8	0x27f8
0x2859	0x2859
0x2922	0x2922
0x2976	0x2976
0x2a6b	0x2a6b
