0x0	__function_selector__
0x200	updateImplementation(address)
0x228	initialize(address,address,address,address,address)
0x270	getToken(bytes32)
0x2a9	setOperatorsContract(address)
0x2cf	dchf()
0x2d7	getOperatorsPending()
0x2df	getIssuer(bytes32)
0x2fc	isAdmin(address)
0x336	isRelay(address)
0x35c	isOperatorOrSystem(address)
0x382	getRaiseOperatorsContract()
0x38a	isSystem(address)
0x3b0	isInitialized()
0x3b8	proxyAdmin()
0x3c0	initialize(address,address)
0x3ee	implementation()
0x3f6	getOperatorsContract()
0x3fe	implementationExists(bytes32)
0x41b	newRaiseProposal(bytes32)
0x438	isMultisig(address)
0x45e	isOperator(address)
0x484	confirmOperatorsContract()
0x48c	isIssuer(address)
0x4b2	confirmRaiseOperatorsContract()
0x4ba	setRaiseOperatorsContract(address)
0x4e0	operatorProposal(bytes32,bool,uint256,uint256,uint256,uint256,uint256,uint256,uint256,address)
0x541	raise(bytes32)
0x592	updateProxyAdmin(address)
0x5b8	getImplementationAndProxy(bytes32)
0x5fb	initialize(address)
0x621	getRaiseOperatorsPending()
0x629	isInvestor(address)
0x64f	isAdminOrSystem(address)
0x9ef	0x9ef
0xb99	0xb99
0xc11	0xc11
0xcd6	0xcd6
0xe53	0xe53
0xea4	0xea4
0xf4b	0xf4b
0xf9c	0xf9c
0x1791	0x1791
0x18ee	0x18ee
0x18f4	0x18f4
0x1985	0x1985
0x1db0	()
0x1db0	fallback()
