0x3355	35	0x9c6	1
0x3355	35	0x9e6	1
0x3355	35	0xe10	1
0x3355	35	0xf02	1
0x3355	35	0x10bc	1
0x3355	35	0x1139	1
0x3355	35	0x114a	1
0x3355	35	0x13df	1
0x3355	35	0x19f7	1
0x3355	35	0x1b37	1
0x3355	35	0x1b54	1
0x3355	35	0x1c09	1
0x3355	35	0x1c19	1
0x3355	35	0x1c33	1
0x3355	35	0x1d56	1
0x3355	35	0x1e35	1
0x3355	35	0x1e4f	1
0x3355	35	0x1f17	1
0x3355	35	0x1fdf	1
0x3355	35	0x1ff9	1
0x3355	35	0x2082	1
0x3355	35	0x2140	1
0x3355	35	0x215a	1
0x3355	35	0x2271	1
0x3355	35	0x2437	1
0x3355	35	0x24ce	1
0x3355	35	0x2596	1
0x3355	35	0x2c76	1
0x3355	35	0x2edf	1
0x3355	35	0x2f3b	1
0x3355	35	0x2f4c	1
0x3355	35	0x301c	1
0x3355	35	0x3194	1
0x3355	35	0x31d5	1
0x3355	35	0x3325	1
0x3491	7	0x1154	1
0x3491	7	0x13e9	1
0x3491	7	0x2001	1
0x3491	7	0x227b	1
0x3491	7	0x243f	1
0x3491	7	0x25a0	1
0x3491	7	0x2c80	1
0x3526	5	0x12e3	1
0x3526	5	0x238d	1
0x3526	5	0x23c1	1
0x3526	5	0x2a27	1
0x3526	5	0x2a5d	1
0x35b6	3	0x13f9	1
0x35b6	3	0x2283	1
0x35b6	3	0x2c88	1
0x35fd	3	0x14bb	1
0x35fd	3	0x22ca	1
0x35fd	3	0x2cde	1
0x3680	8	0x15db	1
0x3680	8	0x16ae	1
0x3680	8	0x1760	1
0x3680	8	0x1814	1
0x3680	8	0x184a	1
0x3680	8	0x23aa	1
0x3680	8	0x25ce	1
0x3680	8	0x2e07	1
