0x0	__function_selector__
0x1e3	()
0x1e3	fallback()
0x1e8	relayTokens(address,uint256)
0x235	fixFailedMessage(bytes32)
0x266	setBridgeContract(address)
0x2a9	erc677token()
0x300	totalSpentPerDay(uint256)
0x341	isInitialized()
0x370	setExecutionDailyLimit(uint256)
0x39d	getCurrentDay()
0x3c8	getBridgeMode()
0x431	executionDailyLimit()
0x45c	totalExecutedPerDay(uint256)
0x49d	messageFixed(bytes32)
0x4e6	dailyLimit()
0x511	claimTokens(address,address)
0x574	setMediatorContractOnOtherSide(address)
0x5b7	mediatorContractOnOtherSide()
0x60e	withinExecutionLimit(uint256)
0x653	executionMaxPerTx()
0x67e	handleBridgedTokens(address,uint256)
0x6cb	owner()
0x722	maxAvailablePerTx()
0x74d	requestFailedMessageFix(bytes32)
0x77e	getBridgeInterfacesVersion()
0x7f3	outOfLimitAmount()
0x81e	setMinPerTx(uint256)
0x84b	onTokenTransfer(address,uint256,bytes)
0x8c8	fixAssetsAboveLimits(bytes32,bool,uint256)
0x90f	setDailyLimit(uint256)
0x93c	requestGasLimit()
0x967	initialize(address,address,address,uint256[3],uint256[2],uint256,int256,address)
0xa94	setMaxPerTx(uint256)
0xac1	bridgeContract()
0xb18	decimalShift()
0xb43	minPerTx()
0xb6e	withinLimit(uint256)
0xbb3	setExecutionMaxPerTx(uint256)
0xbe0	transferOwnership(address)
0xc23	setRequestGasLimit(uint256)
0xc50	maxPerTx()
0xc7b	0xc7b
0xf96	0xf96
0xfe3	0xfe3
0xff2	0xff2
0x10bf	0x10bf
0x11ef	0x11ef
0x1230	0x1230
0x1275	0x1275
0x1342	0x1342
0x1425	0x1425
0x146a	0x146a
0x1550	0x1550
0x159d	0x159d
0x1603	0x1603
0x1650	0x1650
0x1695	0x1695
0x175b	0x175b
0x17c1	0x17c1
0x1cf3	0x1cf3
0x1eb7	0x1eb7
0x2187	0x2187
0x21cc	0x21cc
0x2523	0x2523
0x2589	0x2589
0x25ce	0x25ce
0x2613	0x2613
0x270e	0x270e
0x275b	0x275b
0x27a8	0x27a8
0x27ed	0x27ed
0x2816	0x2816
0x28fc	0x28fc
0x2922	0x2922
0x29d2	0x29d2
0x2e1c	0x2e1c
0x2f16	0x2f16
0x2fa6	0x2fa6
0x3026	0x3026
0x338a	0x338a
0x354f	0x354f
0x3568	0x3568
0x35ad	0x35ad
0x3681	0x3681
0x3cb2	0x3cb2
0x3d8c	0x3d8c
0x3f3f	0x3f3f
0x3fee	0x3fee
0x4001	0x4001
0x402b	0x402b
0x413a	0x413a
0x4154	0x4154
0x4201	0x4201
0x45b9	0x45b9
0x45c8	0x45c8
0x4667	0x4667
0x4742	0x4742
0x479c	0x479c
