0x212e0x773	0x4eef	0	Regular
0x212e0x18c9	0x4eef	0	Regular
0x1dcc0x773	0x4eef	0	Regular
0x1dcc0x18c9	0x4eef	0	Regular
0x1571	0x4eef	0	Regular
0x3fc9	0x4eef	0	Regular
0x4e27	0x4eef	0	Regular
0x50310x773	0x4eef	0	Regular
0x50310x18c9	0x4eef	0	Regular
0x50dcB0x4180	0x4eef	0	Regular
0x50dcB0x1a110x773	0x4eef	0	Regular
0x50dcB0x1a110x18c9	0x4eef	0	Regular
0x50dcB0x520f	0x4eef	0	Regular
0x50dcB0x197f0x773	0x4eef	0	Regular
0x50dcB0x197f0x18c9	0x4eef	0	Regular
0x50dcB0x1db50x773	0x4eef	0	Regular
0x50dcB0x1db50x18c9	0x4eef	0	Regular
0x50dcB0x21000x773	0x4eef	0	Regular
0x50dcB0x21000x18c9	0x4eef	0	Regular
0x50dcB0x28cd0x7d3	0x4eef	0	Regular
0x50dcB0x2f950x914	0x4eef	0	Regular
0x50dcB0x32300x914	0x4eef	0	Regular
0x50dcB0x37880x3666	0x4eef	0	Regular
0x50dcB0x37880x4698	0x4eef	0	Regular
0x50dcB0x506e0x773	0x4eef	0	Regular
0x50dcB0x506e0x18c9	0x4eef	0	Regular
0x50dcB0x2f950x2c1dB0x1285	0x4eef	0	Regular
0x50dcB0x32300x2c1dB0x1285	0x4eef	0	Regular
0x50dcB0x28cd0x2433B0x468b	0x4eef	0	Regular
