0x8ea
0x8f0
0x926
0x946
0x962
0x1447S0x1398
0x1466S0x1398
0x1456S0x1398
0x1562S0x14a1S0x13f0S0x1398
0x1566S0x14a1S0x13f0S0x1398
0x15d0S0x14a1S0x13f0S0x1398
0x153eS0x14a1S0x13f0S0x1398
0x15d7S0x14a1S0x13f0S0x1398
