0x0	__function_selector__
0x6c	()
0x6c	fallback()
0x71	getServiceURI(address)
0x107	targetContractId()
0x12c	setServiceURI(string)
0x14c	setController(address)
0x16b	controller()
0x19a	0x19a
0x393	0x393
0x411	0x411
