0x1ac
0x1e0
0x238
0x293
0x311
0x445
0x785
0x85d
0x862
0x89b
0x8ae
0x8d1
0x8e6
0x8f0
0x96c
0xabc
0xeca
0xed4
0xedc
0x1066
0x142c
0x15ef
0x15f4
0x1600
0x160b
0x161c
0x16a4
0x187f
0x189b
0x18ac
0x1978
0x199f
0x1aae
0x1bb0
0x1cbf
0x1cdb
0x1e1d
0x1e22
0x1e2d
0x1e3e
0x1e51
0x1e63
0x1e7f
0x1f04
0x1f36
0x2029
0x20bf
0x2245
0x229b
0x22dd
0x23c2
0x23d1
0x23d6
0x23de
0x25a8
