0x0	__function_selector__
0x11b	multisendToken(address,address[],uint256[])
0x1aa	initialized()
0x1d3	setDiscountStep(uint256)
0x1eb	claimOwnership()
0x200	version()
0x28a	currentFee(address)
0x2bd	implementation()
0x2ee	setFee(uint256)
0x306	upgradeabilityOwner()
0x31b	destroy()
0x330	owner()
0x345	multisendEther(address[],uint256[])
0x3c6	arrayLimit()
0x3db	txCount(address)
0x3fc	initialize(address)
0x41d	fee()
0x432	claimTokens(address)
0x453	pendingOwner()
0x468	sendEtherToOwner()
0x47d	discountStep()
0x492	setArrayLimit(uint256)
0x4aa	discountRate(address)
0x4cb	transferOwnership(address)
0x4ec	0x4ec
0x6be	0x6be
0x702	0x702
0x89d	0x89d
0x932	0x932
0x98a	0x98a
0xa32	0xa32
0xa7e	0xa7e
0xbdf	0xbdf
0xc94	0xc94
0xe03	0xe03
0xe46	0xe46
0x103f	0x103f
0x1089	0x1089
0x10e8	0x10e8
0x1129	0x1129
0x1191	0x1191
0x125a	0x125a
0x1274	0x1274
0x1353	0x1353
0x141c	0x141c
0x1492	()
0x1492	fallback()
