0x24e
0x38a
0x3a4
0x3be
0x4dd
0x4ee
0x510
0x58c
0x595
0x621
0x6ec
0x6fd
0x707
0x70f
0x717
0x929
0x9b9
0x9db
0xc20
0xd07
0xd37
0xdd5
0xeb7
0xed1
0xed9
0xee1
0xf34
0x10a1
0x113a
0x11d1
0x1212
0x121c
0x1224
0x1347
0x1358
0x1372
0x143a
0x144b
0x1516
0x15f8
0x1a4d
0x1b5e
0x2668
0x266b
0x266e
0x2671
0x2674
0x2677
0x267a
0x267d
0x2680
0x2683
0x2686
0x2689
0x268c
0x268f
0x2692
0x2695
0x2698
0x269b
0x269e
0x26a1
0x26a4
0x26a7
0x26aa
0x26ad
