0x0	0xc
0x1a	0x2b
0x1271	0x1289
0x12a4	0x12af
0x1392	0x13a0
0x178c	0x17bc
0x11890x71c	0x11a10x71c
0xba50x30b	0xbb00x30b
0xb4f0x30b	0xb670x30b
0x10	0x1a
0x10f	0x11b
0xa2	0xae
0x71	0x7d
0xde	0xea
0x187	0x193
0x156	0x162
0x1c3	0x1cf
0x321	0x337
0x33b	0x349
0x34d	0x36a
0x36e	0x3bc
0x3c0	0x3ce
0x3d2	0x3ef
0xc70	0xc83
0xda3	0xdb6
0xec3	0xed9
0x1080	0x1093
0x786	0x79c
0x7a0	0x7ae
0x7b2	0x7cf
0x7d3	0x821
0x825	0x833
0x837	0x854
0x11fc	0x120d
0x12b6	0x12c9
0x8c8	0x8de
0x8e2	0x8f0
0x8f4	0x911
0x915	0x960
0x964	0x972
0x976	0x993
0x132d	0x1339
0x1413	0x1422
0x14ff	0x151a
0x1780	0x178c
0xcf8	0xd02
0xd0f	0xd11
0x100b	0x1015
0x1021	0x1023
0x100	0x10b
0x1215	0x121b
0x1223	0x1228
0x125e	0x1271
0x129d	0x12a4
0x1385	0x1388
0x13a1	0x13b4
0x1388	0x1392
0x1458	0x1467
0x17d4	0x17e8
0x17bc	0x17c5
0x1e21	0x1e30
0x1d6d	0x1d73
0x1dbc	0x1dc7
0x1d87	0x1d95
0x1fcb	0x1fdd
0x1d96	0x1da8
0x1daf	0x1db6
0x1d73	0x1d7c
0x1de4	0x1dea
0x1dd7	0x1de4
0x1e66	0x1e75
0x20fd	0x210e
0x267	0x279
0x29f	0x2b1
0x2df	0x2f1
0x30b	0x31d
0x443	0x455
0x497	0x4a9
0x4c3	0x4d5
0x4ef	0x501
0x51b	0x52d
0x567	0x579
0x593	0x5a5
0x5b9	0x5cb
0x5df	0x5f1
0x637	0x649
0x664	0x676
0x681	0x693
0x6ad	0x6bf
0x6d3	0x6e5
0x6ff	0x711
0x71c	0x72e
0x742	0x754
0x770	0x782
0x8b2	0x8c4
0x1d5c	0x1d66
0x20ec	0x20f6
0x36	0x41
0x2b	0x36
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x7d	0x88
0x88	0x93
0x93	0x9e
0xae	0xb9
0xb9	0xc4
0xc4	0xcf
0xcf	0xda
0xea	0xf5
0xf5	0x100
0x11b	0x126
0x126	0x131
0x131	0x13c
0x13c	0x147
0x147	0x152
0x162	0x16d
0x16d	0x178
0x178	0x183
0x193	0x19e
0x19e	0x1a9
0x1a9	0x1b4
0x1b4	0x1bf
0x1cf	0x1da
0x1da	0x1e5
0x121b	0x1223
0x17e8	0x1801
0x1dc7	0x1dd6
0x17100x8b2	0x17170x8b2
0x17100x16cc	0x17170x16cc
0x11a10x71c	0x11c30x71c
0x11760x71c	0x11890x71c
0x113b0x71c	0x11400x71c
0x112d0x71c	0x11330x71c
0x11140x71c	0x11250x71c
0xb8e0x30b	0xba50x30b
0xb3c0x30b	0xb4f0x30b
0xb010x30b	0xb060x30b
0xaf30x30b	0xaf90x30b
0xada0x30b	0xaeb0x30b
0x22c0x1ea	0x2400x1ea
0x22c0x654	0x2400x654
0x2140x1ea	0x21d0x1ea
0x2140x654	0x21d0x654
0x11330x71c	0x113b0x71c
0xaf90x30b	0xb010x30b
0xac30x29f	0xac70x29f
0xac30x2df	0xac70x2df
0xac30x497	0xac70x497
0xac30x567	0xac70x567
0xac30x681	0xac70x681
0xac30x6d3	0xac70x6d3
0x2400x1ea	0x2590x1ea
0x2400x654	0x2590x654
0x1f20x1ea	0x2140x1ea
0x1f20x654	0x2140x654
0x1817B0xc34	0x1825B0xc34
0x1817B0xd97	0x1825B0xd97
0x1817B0x1550	0x1825B0x1550
0x1817B0x1582	0x1825B0x1582
0x1817B0x15d0	0x1825B0x15d0
0x1817B0x1eee	0x1825B0x1eee
0x9d5B0x1ea	0xa1bB0x1ea
0xa1bB0x1ea	0xa23B0x1ea
0xa360x9d5B0x1ea	0xa440x9d5B0x1ea
0xa440x9d5B0x1ea	0xa580x9d5B0x1ea
0xa580x9d5B0x1ea	0xa610x9d5B0x1ea
0xf37B0x654	0xf7dB0x654
0xf7dB0x654	0xf85B0x654
0xa360xf37B0x654	0xa440xf37B0x654
0xa440xf37B0x654	0xa580xf37B0x654
0xa580xf37B0x654	0xa610xf37B0x654
0xf98B0x65c	0xfaeB0x65c
0x188cB0xcd1	0x1898B0xcd1
0x18e7B0xcd1	0x18efB0xcd1
0x194dB0xcd1	0x195aB0xcd1
0x1966B0xcd1	0x1976B0xcd1
0x1977B0xcd1	0x1988B0xcd1
0x188cB0xffb	0x1898B0xffb
0x18e7B0xffb	0x18efB0xffb
0x194dB0xffb	0x195aB0xffb
0x1966B0xffb	0x1976B0xffb
0x1977B0xffb	0x1988B0xffb
0x1c66B0xcc3	0x1c75B0xcc3
0x1817B0x1cc1B0xcc3	0x1825B0x1cc1B0xcc3
0x1817B0x1cd4B0xcc3	0x1825B0x1cd4B0xcc3
0x11890x1114B0x1294	0x11a10x1114B0x1294
0x1114B0x1294	0x11250x1114B0x1294
0x11a10x1114B0x1294	0x11c30x1114B0x1294
0x11760x1114B0x1294	0x11890x1114B0x1294
0x113b0x1114B0x1294	0x11400x1114B0x1294
0x112d0x1114B0x1294	0x11330x1114B0x1294
0x11330x1114B0x1294	0x113b0x1114B0x1294
0x1f97B0x2afc	0x1f9eB0x2afc
0x1f97B0x2b20	0x1f9eB0x2b20
0xe75B0x60b	0xe8dB0x60b
0xea6B0x60b	0xeb1B0x60b
0xe00B0x60b	0xe11B0x60b
0xe19B0x60b	0xe1fB0x60b
0xe27B0x60b	0xe2cB0x60b
0xe62B0x60b	0xe75B0x60b
0xe8dB0x60b	0xea6B0x60b
0xe1fB0x60b	0xe27B0x60b
0x2162B0xb670x30b	0x2171B0xb670x30b
0x2174B0xb670x30b	0x217dB0xb670x30b
0x2121B0xb670x30b	0x2152B0xb670x30b
0x2171B0xb670x30b	0x2174B0xb670x30b
0x219fB0x218fB0xb670x30b	0x21a5B0x218fB0xb670x30b
0x21a5B0x218fB0xb670x30b	0x21aeB0x218fB0xb670x30b
0x2162B0xb7a0x30b	0x2171B0xb7a0x30b
0x2174B0xb7a0x30b	0x217dB0xb7a0x30b
0x2121B0xb7a0x30b	0x2152B0xb7a0x30b
0x2171B0xb7a0x30b	0x2174B0xb7a0x30b
0x219fB0x218fB0xb7a0x30b	0x21a5B0x218fB0xb7a0x30b
0x21a5B0x218fB0xb7a0x30b	0x21aeB0x218fB0xb7a0x30b
0x1b49B0xdf6	0x1b50B0xdf6
0x1ff0B0x1b9cB0xdf6	0x1fffB0x1b9cB0xdf6
0xba50xadaB0x1289	0xbb00xadaB0x1289
0xb4f0xadaB0x1289	0xb670xadaB0x1289
0xadaB0x1289	0xaeb0xadaB0x1289
0xb8e0xadaB0x1289	0xba50xadaB0x1289
0xb3c0xadaB0x1289	0xb4f0xadaB0x1289
0xb010xadaB0x1289	0xb060xadaB0x1289
0xaf30xadaB0x1289	0xaf90xadaB0x1289
0xaf90xadaB0x1289	0xb010xadaB0x1289
0x2162B0xb670xadaB0x1289	0x2171B0xb670xadaB0x1289
0x2174B0xb670xadaB0x1289	0x217dB0xb670xadaB0x1289
0x2121B0xb670xadaB0x1289	0x2152B0xb670xadaB0x1289
0x2171B0xb670xadaB0x1289	0x2174B0xb670xadaB0x1289
0x219fB0x218fB0xb670xadaB0x1289	0x21a5B0x218fB0xb670xadaB0x1289
0x21a5B0x218fB0xb670xadaB0x1289	0x21aeB0x218fB0xb670xadaB0x1289
0x2162B0xb7a0xadaB0x1289	0x2171B0xb7a0xadaB0x1289
0x2174B0xb7a0xadaB0x1289	0x217dB0xb7a0xadaB0x1289
0x2121B0xb7a0xadaB0x1289	0x2152B0xb7a0xadaB0x1289
0x2171B0xb7a0xadaB0x1289	0x2174B0xb7a0xadaB0x1289
0x219fB0x218fB0xb7a0xadaB0x1289	0x21a5B0x218fB0xb7a0xadaB0x1289
0x21a5B0x218fB0xb7a0xadaB0x1289	0x21aeB0x218fB0xb7a0xadaB0x1289
0xaae0x267	0xab10x267
0xaae0x5b9	0xab10x5b9
0xa610x9d5B0x1ea	0xa690x9d5B0x1ea
0xa610xf37B0x654	0xa690xf37B0x654
