0x0	__function_selector__
0x1ea	name()
0x267	balanceOfWithoutReceived(address)
0x29f	approve(address,uint256)
0x2df	delgate(address,uint256)
0x30b	initialize(string,string,uint8)
0x43b	totalSupply()
0x443	transferFrom(address,address,uint256)
0x479	decimals()
0x497	increaseAllowance(address,uint256)
0x4c3	mint(address,uint256)
0x4ef	balanceOfAt(address,uint256)
0x51b	delegates(address)
0x567	undelgate(address,uint256)
0x593	balanceOf(address)
0x5b9	balanceOfWithDelegated(address)
0x5df	burnFrom(address,uint256)
0x60b	initialize()
0x613	owner()
0x637	snapshot(uint256)
0x654	symbol()
0x65c	snapshot()
0x664	totalSupplyAt(uint256)
0x681	decreaseAllowance(address,uint256)
0x6ad	changeOwner(address)
0x6d3	transfer(address,uint256)
0x6ff	prices(uint256)
0x71c	initialize(address)
0x742	allowance(address,address)
0x770	initialize(string,string,uint8,address)
0x8aa	acceptOwner()
0x8b2	transfer(address[],uint256[])
0x9d5	0x9d5
0xada	0xada
0xbb6	0xbb6
0xd4d	0xd4d
0xe00	0xe00
0xf37	0xf37
0xf98	0xf98
0x1114	0x1114
0x13ca	0x13ca
0x1413	0x1413
0x16c6	0x16c6
0x16cc	0x16cc
0x1780	0x1780
0x1817	0x1817
0x1871	0x1871
0x188c	0x188c
0x1b05	0x1b05
0x1bb7	0x1bb7
0x1c0b	0x1c0b
0x1c2d	0x1c2d
0x1c57	0x1c57
0x1d58	0x1d58
0x1d5c	0x1d5c
0x1dfd	0x1dfd
0x1f7f	0x1f7f
0x20ec	0x20ec
0x2121	0x2121
0x219f	0x219f
0x23a6	()
0x23a6	fallback()
