0x281b	0x3561	0	Regular
0x921	0x1725	0	Regular
0x1750	0x2921	0	Regular
0x292e	0x360d	0	Regular
0x25b80x250b	0x3561	0	Regular
0xd69B0x4e8	0x26a9	6	Regular
0x290cB0x101bB0x57f	0x26a9	4	Regular
0x290cB0x101bB0x57f	0x26a9	6	Regular
0x10cd0x1098B0x692	0x250b	0	Regular
0x10cd0x12dcB0x7a7	0x250b	0	Regular
0x290cB0x170aB0x8da	0x26a9	4	Regular
0x290cB0x170aB0x8da	0x26a9	6	Regular
0x1af6B0x994	0x250b	0	Regular
0x290cB0x15b1B0x847	0x26a9	6	Regular
0x290cB0x1787B0x94f	0x26a9	4	Regular
0x290cB0x1787B0x94f	0x26a9	6	Regular
