0x0	0xd
0x3f	0x4a
0x60	0x6b
0xd	0x1e
0xd6c	0xdc2
0x14f2	0x1509
0x200e	0x2016
0x204a	0x20ab
0x283c	0x2881
0x2b58	0x2b73
0x2be5	0x2bee
0x252f0x50f	0x25460x50f
0x252f0x767	0x25460x767
0x21820x458	0x21990x458
0x21820x579	0x21990x579
0x1c6	0x1d2
0xf7	0x103
0x95	0xa1
0x6f	0x7b
0x350	0x358
0xd1	0xdd
0x164	0x170
0x13e	0x14a
0x1a0	0x1ac
0x2a0	0x2ac
0x23e	0x24a
0x218	0x224
0x27a	0x286
0x30d	0x319
0x2e7	0x2f3
0x95f	0x968
0xc19	0xc27
0xe91	0xe9f
0xf14	0xf22
0x118c	0x1199
0x12e7	0x12f0
0x14df	0x14f2
0x1640	0x1672
0x16e5	0x16f3
0x19b3	0x19e5
0x1a66	0x1a73
0x1afb	0x1b08
0x99c	0x9df
0x9f8	0x9fa
0xa1d	0xa31
0xa35	0xa40
0x3f0a	0x3f180x3f0a
0xbf9	0xc02
0x2033	0x203f
0xd53	0xd6c
0xdd8	0xddd
0xde1	0xde4
0xe18	0xe34
0xe55	0xe5a
0xe5a	0xe6f
0xf39	0xf4e
0xf95	0xfa9
0xfad	0xfb8
0xfe5	0xfeb
0x2001	0x200e
0x12cf	0x12da
0x2834	0x283c
0x1679	0x167d
0x2b4e	0x2b58
0x170a	0x171f
0x1766	0x177a
0x177e	0x1789
0x17b6	0x17bc
0x19ec	0x19f0
0x1b3a	0x1b40
0x1b5f	0x1b65
0x2d59	0x2d76
0x1be9	0x1bf1
0x1c58	0x1c6a
0x1cdd	0x1cf9
0x1d1a	0x1d1f
0x1d1f	0x1d2a
0x1d41	0x1d51
0x1d60	0x1d65
0x1d5d	0x1d60
0x2020	0x2023
0x280f	0x281d0x280f
0x2044	0x204a
0x20af	0x20ba
0x3024	0x3030
0x2779	0x2782
0x2627	0x262d
0x2671	0x2679
0x1f85	0x1f8d0x1f85
0x26b9	0x26c1
0x26d8	0x2723
0x2727	0x2732
0x273b	0x2741
0x34d4	0x34dc
0x353f	0x3547
0x35a3	0x35b3
0x2885	0x2890
0x28f8	0x290b
0x290f	0x291a
0x2947	0x2954
0x296b	0x296e
0x2a54	0x2a68
0x2a6c	0x2a77
0x2b7a	0x2b7e
0x2b8c	0x2b97
0x2b9a	0x2b9c
0x2bb7	0x2bbd
0x2bdd	0x2be5
0x2c0e	0x2c11
0x2c4c	0x2c5a
0x2db8	0x2dce
0x2dd2	0x2ddd
0x2eef	0x2f13
0x2f16	0x2f1f
0x2fc1	0x2fcc
0x2fd3	0x2fdc
0x3034	0x303a
0x32c2	0x32e6
0x34	0x3f
0x32ee	0x32f5
0x331c	0x331f
0x27ac	0x27b4
0x34e3	0x34ef
0x34f7	0x34fd
0x3514	0x3520
0x3521	0x3528
0x355e	0x356a
0x3572	0x3578
0x358f	0x3599
0x35b8	0x35be
0x35cd	0x35d2
0x37e	0x386
0x3b4	0x3bc
0x3d4	0x3dc
0x3f6	0x3fe
0x423	0x42b
0x438	0x440
0x479	0x481
0x48e	0x496
0x4a3	0x4ab
0x4b8	0x4c0
0x4cd	0x4d5
0x4ed	0x4f5
0x522	0x52a
0x544	0x54c
0x564	0x56c
0x58c	0x594
0x5ac	0x5b4
0x5ce	0x5d6
0x5e3	0x5eb
0x605	0x60d
0x625	0x62d
0x63a	0x642
0x64f	0x657
0x66f	0x677
0x68f	0x697
0x6be	0x6c6
0x6de	0x6e6
0x6f3	0x6fb
0x708	0x710
0x71d	0x725
0x732	0x73a
0x752	0x75a
0x77a	0x782
0x78f	0x797
0x7a4	0x7ac
0x7b9	0x7c1
0x7ce	0x7d6
0x7e3	0x7eb
0x803	0x80b
0x823	0x82b
0x843	0x84b
0x86b	0x873
0x880	0x888
0x8a0	0x8a8
0x8c0	0x8c8
0x8d5	0x8dd
0x8f5	0x8fd
0x915	0x91d
0x92a	0x932
0x94a	0x952
0x3260	0x326c
0x1e	0x29
0x2ade	0x2aea
0x2b0d	0x2b15
0x29	0x34
0x4a	0x55
0x55	0x60
0x7b	0x86
0x86	0x91
0xa1	0xac
0xac	0xb7
0xb7	0xc2
0xc2	0xcd
0xdd	0xe8
0xe8	0xf3
0x103	0x10e
0x10e	0x119
0x119	0x124
0x124	0x12f
0x12f	0x13a
0x14a	0x155
0x155	0x160
0x170	0x17b
0x17b	0x186
0x186	0x191
0x191	0x19c
0x1ac	0x1b7
0x1b7	0x1c2
0x1d2	0x1dd
0x1dd	0x1e8
0x1e8	0x1f3
0x1f3	0x1fe
0x1fe	0x209
0x209	0x214
0x224	0x22f
0x22f	0x23a
0x24a	0x255
0x255	0x260
0x260	0x26b
0x26b	0x276
0x286	0x291
0x291	0x29c
0x2ac	0x2b7
0x2b7	0x2c2
0x2c2	0x2cd
0x2cd	0x2d8
0x2d8	0x2e3
0x2f3	0x2fe
0x2fe	0x309
0x319	0x324
0x324	0x32f
0x32f	0x33a
0x33a	0x345
0x345	0x4e8e
0xdc2	0xdd8
0xf4e	0xf64
0x171f	0x1735
0x203f	0x2044
0x2f1f	0x2f39
0x3030	0x3034
0x34ef	0x34f7
0x356a	0x3572
0x35b3	0x35b8
0x35be	0x35c9
0x35c9	0x35cd
0x4d9e0x4d95	0x4da50x4d95
0x4d9e0x4db2	0x4da50x4db2
0x3f0a0x2033	0x3f180x2033
0x300e0x1fbf	0x30190x1fbf
0x300e0x2033	0x30190x2033
0x300e0x2b0d	0x30190x2b0d
0x2fed0x1fbf	0x2ff60x1fbf
0x2fed0x2033	0x2ff60x2033
0x2fed0x2b0d	0x2ff60x2b0d
0x280f0x2b0d	0x281d0x2b0d
0x25460x50f	0x25640x50f
0x25460x767	0x25640x767
0x25200x50f	0x252f0x50f
0x25200x767	0x252f0x767
0x25040x50f	0x25090x50f
0x25040x767	0x25090x767
0x24ef0x50f	0x24f70x50f
0x24ef0x767	0x24f70x767
0x24d30x50f	0x24d80x50f
0x24d30x767	0x24d80x767
0x24c90x50f	0x24cf0x50f
0x24c90x767	0x24cf0x767
0x24b30x50f	0x24c50x50f
