0x1c1	0x758
0x1d1d	0x169
0x1d20	0x173
0x1d23	0x1b5
0x1d26	0x323
0x1d29	0x351
0x1d2c	0x372
0x1d2f	0x394
0x1d32	0x3b5
0x1d35	0x3d6
0x1d38	0x3eb
0x1d3b	0x419
0x1d3e	0x44a
0x1d41	0x47c
0x1d44	0x560
0x1d47	0x58e
0x1d4a	0x5a3
0x1d4d	0x5b8
0x1d50	0x5cd
0x1d53	0x5e2
0x1d56	0x604
0x1d59	0x619
0x1d5c	0x62e
0x1d5f	0x650
0x1d62	0x665
0x1d65	0x67a
0x1d68	0x68f
0x1d6b	0x6b0
0x1d6e	0x6c5
0x1d71	0x6e6
