0x0	0xc
0x1a	0x2b
0x1fff	0x2004
0x2013	0x201e
0x25d3	0x25d6
0x10	0x1a
0x66	0x72
0xc6e	0xd5a
0xde7	0xdec
0xd94	0xda8
0xdac	0xdb7
0xde4	0xde7
0xe2d	0xe43
0xe47	0xe52
0xe7f	0xe8a
0xeef	0xef7
0xf00	0xf01
0xeff	0xf00
0x1dc1	0x1f48
0xf12	0xf1b
0x10bc	0x10d0
0x10d4	0x10df
0x1830	0x1844
0x1848	0x1853
0x1880	0x188b
0x188f	0x18ad
0x1905	0x190a
0x1fb7	0x1fc9
0x1fd5	0x1fde
0x1fde	0x1fe9
0x1ff9	0x1fff
0x1ff6	0x1ff9
0x219e	0x21a5
0x205e	0x206a
0x2098	0x20a6
0x20f7	0x20ff
0x25c8	0x25d3
0x2004	0x200d
0x21b3	0x21bc
0x220b	0x2214
0x2242	0x2250
0x2275	0x2278
0x22c9	0x22df
0x22e3	0x22ee
0x231b	0x232a
0x2392	0x2399
0x23a5	0x23a8
0x23bf	0x23e0
0x23ef	0x23f8
0x248f	0x2499
0x2449	0x2452
0x2480	0x248f
0x24b0	0x24b1
0x24d2	0x24fa
0x2527	0x2551
0x29d4	0x29f1
0x2a1a	0x2a47
0x2a70	0x2a89
0x2ab2	0x2aba
0x2ae3	0x2b14
0x2b3d	0x2b59
0x2bb6	0x2bc1
0x2cf0	0x2d1b
0x2dea	0x2df1
0x2e01	0x2e08
0x2b	0x36
0x36	0x41
0x41	0x4c
0x4c	0x57
0x57	0x62
0x72	0x7d
0x7d	0x88
0x88	0x93
0x18ad	0x1905
0x200d	0x2013
0x2582B0x1f4c	0x2588B0x1f4c
0x2576B0x1f4c	0x2582B0x1f4c
0x2588B0x1f4c	0x2591B0x1f4c
0x2783B0xdc0	0x2791B0xdc0
0x26a6B0xe5b	0x26b4B0xe5b
0x2783B0x10e8	0x2791B0x10e8
0x2783B0x185c	0x2791B0x185c
0x26a6B0x22f7	0x26b4B0x22f7
0x271eB0xa2	0x272dB0xa2
0x275aB0x10e	0x2768B0x10e
0x1c2B0xb7	0x1cbB0xb7
0x1d4B0xb7	0x1d9B0xb7
0x1ddB0xb7	0x1e5B0xb7
0x299B0xb7	0x322B0xb7
0x338B0xb7	0x341B0xb7
0x398B0xb7	0x3a1B0xb7
0x414B0xb7	0x441B0xb7
0x4c9B0xb7	0x4dfB0xb7
0x4e3B0xb7	0x4eeB0xb7
0x2beaB0xb7	0x2bf5B0xb7
0x2c1eB0xb7	0x2c29B0xb7
0x1cbB0xb7	0x1d4B0xb7
0x26a6B0x4f7B0xb7	0x26b4B0x4f7B0xb7
0x74dB0x107	0x75cB0x107
0x761B0x107	0x766B0x107
0x76aB0x107	0x7c1B0x107
0x9d1B0x107	0xa1aB0x107
0x889B0x107	0x8a2B0x107
0x99aB0x107	0x9d1B0x107
0xa53B0x107	0xa67B0x107
0xa6bB0x107	0xa76B0x107
0xaa3B0x107	0xaaaB0x107
0xc15B0x107	0xc2bB0x107
0xc2fB0x107	0xc3aB0x107
0x2b82B0x107	0x2b8dB0x107
0x75cB0x107	0x761B0x107
0x2783B0xa7fB0x107	0x2791B0xa7fB0x107
0x26a6B0xc43B0x107	0x26b4B0xc43B0x107
0x15feB0x149	0x1648B0x149
0x1660B0x149	0x1665B0x149
0x16daB0x149	0x16eeB0x149
0x16f2B0x149	0x16fdB0x149
0x1648B0x149	0x1660B0x149
0x2783B0x1706B0x149	0x2791B0x1706B0x149
0x267dB0xbe	0x268bB0xbe
0x2dd3B0x2614B0x268fB0xbe	0x2ddaB0x2614B0x268fB0xbe
0x26cfB0xf2	0x26e0B0xf2
0x2dd3B0x2614B0x26f2B0xf2	0x2ddaB0x2614B0x26f2B0xf2
0x136aB0x12a	0x13e4B0x12a
0x1274B0x12a	0x12efB0x12a
0x1364B0x12a	0x136aB0x12a
0x13e4B0x12a	0x1464B0x12a
0x14d9B0x12a	0x14dfB0x12a
0x152dB0x12a	0x1543B0x12a
0x1547B0x12a	0x1552B0x12a
0x157fB0x12a	0x15fbB0x12a
0x12efB0x12a	0x1364B0x12a
0x1464B0x12a	0x14d9B0x12a
0x26a6B0x155bB0x12a	0x26b4B0x155bB0x12a
0x27acB0x134	0x27bbB0x134
0x2dd3B0x2614B0x27cdB0x134	0x2ddaB0x2614B0x27cdB0x134
0x267dB0x15a	0x268bB0x15a
0x2dd3B0x2614B0x268fB0x15a	0x2ddaB0x2614B0x268fB0x15a
0x20ff	0x2102
0x25beB0x1f4c	0x25c0B0x1f4c
0x1edB0xb7	0x1eeB0xb7
0xc67B0x107	0xc69B0x107
