0x0	0xc
0x1a	0x2b
0x1a0c	0x1a58
0x1b38	0x1b4c
0x1f5d	0x1f6a
0x22ce	0x231c
0x276f	0x277c
0x27ef	0x27f1
0x29a2	0x29af
0x2a63	0x2a70
0x2ddc	0x2de9
0x2fe1	0x2fee
0x3143	0x3154
0x31a1	0x31b2
0x337c	0x338e
0x35bc	0x35c9
0x368a	0x36ba0x367e
0x3927	0x394f
0x3b29	0x3b3e
0x3bad	0x3bc2
0x3c23	0x3c38
0x3d5b	0x3d70
0x3dd8	0x3ded
0x40dd	0x40f2
0x47ea	0x4821
0x4b40	0x4b48
0x10	0x1a
0x1ff	0x20b
0x11a	0x126
0xad	0xb9
0x7c	0x88
0xe9	0xf5
0x192	0x19e
0x161	0x16d
0x1ce	0x1da
0x2ef	0x2fb
0x282	0x28e
0x251	0x25d
0x2be	0x2ca
0x367	0x373
0x336	0x342
0x3a3	0x3af
0xe8c	0xecb
0xf19	0xf800x452
0x1330	0x133c
0x57b	0x5b9
0x5bd	0x5cb
0x5cf	0x5ec
0x5f0	0x63e
0xc4	0xcf
0x642	0x650
0x654	0x671
0x1506	0x1512
0x1679	0x16940x1679
0x7e9	0x7ff
0x803	0x811
0x815	0x832
0x17e2	0x185f
0x1935	0x1941
0x8e4	0x922
0x926	0x934
0x938	0x955
0x959	0x9a7
0x9ab	0x9b9
0x9bd	0x9da
0x1f83	0x1fc0
0xacf	0xb05
0xb09	0xb17
0xb1b	0xb38
0xb3c	0xb8a
0xb8e	0xb9c
0xba0	0xbbd
0x2247	0x2299
0x23c6	0x23d2
0x2443	0x244f
0x24ce	0x24dd
0x25c7	0x25e2
0x2653	0x265f
0x270f	0x271b
0x2886	0x289e
0x2a03	0x2a0f
0x100	0x10b
0x2ab2	0x2ae00x2ab2
0x2b18	0x2b20
0x1017	0x1036
0x103c	0x108a
0x108e	0x1099
0x10a2	0x10b4
0x10b8	0x10c5
0x10c8	0x10d5
0x1115	0x1164
0x1168	0x1173
0x117c	0x118e
0x1192	0x119a
0x11e6	0x123a
0x123e	0x1249
0x1252	0x1264
0x1268	0x1270
0x1387	0x138d
0x13db	0x13de0x52f
0x1403	0x1415
0x1416	0x141c
0x1452	0x1456
0x15ee	0x1600
0x1601	0x1607
0x1863	0x186e
0x1877	0x1889
0x1895	0x18ad
0x198c	0x1992
0x1a06	0x1a0c
0x1c6d	0x1cd9
0x1a5c	0x1a67
0x1a70	0x1a95
0x1a99	0x1ab4
0x1ab8	0x1ac9
0x1acd	0x1ae5
0x1ae9	0x1afe
0x1b16	0x1b2e
0x1afe	0x1b07
0x1c16	0x1c1e
0x1b4d	0x1b67
0x1c00	0x1c06
0x1b75	0x1bce
0x1bd2	0x1bdd
0x1be6	0x1bf8
0x1bfc	0x1c00
0x1b2e	0x1b38
0x1c6a	0x1c6d
0x1cdd	0x1ce8
0x1cf1	0x1d03
0x1d07	0x1d0f
0x1dd6	0x1e5e
0x1e62	0x1e6d
0x1e76	0x1e88
0x1e8c	0x1ee7
0x1eeb	0x1ef6
0x1eff	0x1f11
0x2d7c	0x2d88
0x1f54	0x1f5d
0x4c	0x57
