0x3dd
0x47e
0x4af
0x4e7
0x508
0x72d
0x751
0xd44
0x100e
0x1017
0x12ca
0x12dc
0x1387
0x13db
0x1403
0x146f
0x1561
0x15af
0x15c2
0x15ee
0x169f
0x198c
0x19f4
0x19fd
0x1a06
0x1d69
0x1d7b
0x1dd6
0x1f54
0x1f72
0x1fe9
0x2145
0x21a2
0x21ba
0x220c
0x2220
0x23aa
0x23bc
0x2421
0x249a
0x24a3
0x24ac
0x24b8
0x2570
0x257a
0x2586
0x2590
0x25aa
0x25be
0x26aa
0x26fd
0x2766
0x2784
0x2796
0x27d7
0x280f
0x28b1
0x2999
0x2a5a
0x2a78
0x2a89
0x2baa
0x2bb4
0x2bc0
0x2bca
0x2be4
0x2c42
0x2d04
0x2d0d
0x2d16
0x2d2f
0x2d39
0x2d68
0x2dd3
0x2e45
0x2f06
0x2f3c
0x2fd8
0x2ff6
0x300d
0x30d5
0x312a
0x315a
0x3188
0x32a2
0x32c9
0x32cf
0x32e0
0x3308
0x3341
0x3358
0x3396
0x33a0
0x33ad
0x33bb
0x33cc
0x33e8
0x33fc
0x340d
0x348d
0x34db
0x34fe
0x35b3
0x3604
0x3838
0x385c
0x388c
0x38d3
0x3a25
0x3a36
0x3ae2
0x3aea
0x3b3f
0x3b6e
0x3be4
0x3ce7
0x3cf8
0x3d1c
0x3d99
0x3dfb
0x3e1b
0x4065
0x407a
0x4096
0x409e
0x40f3
0x410b
0x412c
0x41c7
0x4264
0x4584
0x45c1
0x45d8
0x45e1
0x46a0
0x46ac
0x46c0
0x46d4
0x46dd
0x46e9
0x47b0
0x49f1
0x4a06
0x4c9a
0x4caf
0x4cee
