0x5b
0x80
0x93
0xad
0xe4
0x106
0x111
0x120
0x154
0x167
0x1da
0x1fb
0x208
0x213
0x23f
0x28c
0x29a
0x39b
0x41a
0x4bf
0x50f
0x703
0x77a
0x7a3
