0x0	__function_selector__
0x75	upgradeTo(address)
0xb5	upgradeToAndCall(address,bytes)
0x142	implementation()
0x180	changeAdmin(address)
0x1c0	admin()
0x317	0x317
0x476	0x476
0x4c1	0x4c1
0x555	0x555
0x59e	0x59e
0x5c3	0x5c3
0x9d9	0x9d9
0x9e7	()
0x9e7	fallback()
