0x7b	0x00000000
0xfe	0x26782247
0x12f	0xb71d1a0c
0x174	0xbb82aa5e
0x189	0xc1e80334
0x19e	0xdcfbc0c7
0x1b3	0xe992a041
0x1e6	0xe9c714f2
0x1fb	0xf851a440
