0x0	__function_selector__
0x12a	()
0x12a	fallback()
0x1a6	name()
0x230	totalSupply()
0x257	initialPrice()
0x26c	baseRate()
0x281	decimals()
0x2ac	loanParamsIds(uint256)
0x2d6	rateMultiplier()
0x2eb	kinkLevel()
0x300	balanceOf(address)
0x333	setTarget(address)
0x366	loanTokenAddress()
0x397	checkpointSupply()
0x3ac	lowUtilRateMultiplier()
0x3c1	owner()
0x3d6	isOwner()
0x3ff	symbol()
0x414	targetLevel()
0x429	lowUtilBaseRate()
0x43e	allowance(address,address)
0x479	maxScaleRate()
0x48e	transferOwnership(address)
0x4c1	0x4c1
0x625	0x625
0x64b	0x64b
0x84d	0x84d
