0x245	0x13cf08b
0x2e9	0x933c1ed
0x40f	0x4487152f
0x4c0	0x451d11d7
0x4e7	0x459ee8b0
0x513	0x4ac17f83
0x528	0x4ba67cbb
0x53d	0x5277b4ae
0x58a	0x5aa6e675
0x5bb	0x5c60da1b
0x5d0	0x63ce49a0
0x5fa	0x6481ae58
0x60f	0x6dcea85f
0x642	0x6e89e43d
0x675	0x7f37d170
0x6d2	0x80f55605
0x6e7	0x83d83d07
0x717	0x87d857b6
0x76e	0x956186af
0x798	0x9b644a23
0x7c2	0xb5caeb13
0x7ec	0xbb913f41
0x81f	0xcde0a4f8
0x852	0xdd8fee14
0x867	0xdf066804
0x8e1	0xe9a3bff4
0x8f6	0xeaa6d9e0
0x960	0xff0cb43f
0x1998	0x00000000
