0x30a	0x314
0x319	0x3b7
0x3c1	0x3f2
0x3f6	0x3f6
0x405	0x4bd
0x4c2	0x554
0x67c	0x67c
0x319	0x86b
0x319	0x894
0x68e	0x8bd
0x2fa	0x3070x2fa
0x70c	0x3070x70c
