0x19c	0x00000000
0x1eb	0x2befd24
0x21a	0x7ea5477
0x2f5	0x9f6442c
0x320	0xc340a24
0x377	0x128a8b05
0x3ce	0x1edfe3da
0x3f9	0x2acada4d
0x465	0x2f4350c2
0x47c	0x31e19cfa
0x4a7	0x40c10f19
0x502	0x52d38e5d
0x52d	0x53ca9f24
0x55c	0x5d36b190
0x573	0x5f515226
0x5d8	0x67bd7ba3
0x668	0x796be57b
0x6bf	0x9be918e6
0x728	0x9fa1826e
0x753	0xa0aead4d
0x77e	0xabaa9916
0x795	0xaf14052c
0x7c0	0xb888879e
0x817	0xc7af3352
0x846	0xd38bfff4
0x897	0xd4c3eea0
0x8c2	0xdb006a75
0x8fd	0xfc0cfeee
