0x3ce
0x47c
0x4cf
0x58d
0x7e5
0x90b
0xd3b
0xe2d
0xe3d
0xe44
0xe56
0xf50
0xf5c
0xf9a
0xfc1
0xfc6
0xfd8
0x10ac
0x1141
0x1149
0x1155
0x1167
0x1178
0x1245
0x12ee
0x137d
0x1389
0x1410
0x141e
0x1525
0x15fa
0x1602
0x165f
0x166c
0x16b6
0x16dd
0x1767
0x1791
0x184a
0x194e
0x1a6d
0x1afc
0x1b0c
0x1bfd
0x1d6b
0x1d7f
0x1e3c
0x1f0e
0x1f38
0x1f77
0x2058
0x2069
0x21a0
0x21b2
0x21bd
0x21d0
0x21d5
0x21e1
0x2287
0x2354
0x23cf
0x2479
0x255d
0x256f
0x257f
0x269d
0x26a9
0x26bd
0x26cc
0x26dc
0x273d
0x2755
0x2760
0x278b
0x283c
0x2847
0x285b
0x2874
0x2887
0x28ef
0x29d3
0x2a17
0x2d3b
0x2d7e
0x2db3
0x2eb6
0x2f2b
0x2f42
0x2f4b
0x2fd7
0x3184
0x3286
0x329a
0x33fd
0x3409
0x3422
0x343f
0x3444
0x345c
0x34f7
0x34fc
0x35f6
0x37fb
0x383e
0x386a
0x38c4
0x3b1f
0x3b32
0x3b5e
