0x19a
0x1dc
0x204
0x370
0x50f
0x527
0x61f
0x698
0x6a0
0x721
0x72d
0x735
0x7be
0x7c6
0x846
0x87b
0x8a1
0x984
0xa0e
0xa16
0xa37
0xa66
0xa6e
0xaf9
0xb04
0xb15
0xb25
0xbf3
0xbfd
0xc0c
0xc24
0xc2c
0xc80
0xcf2
0xcfa
0xd59
0xd89
0xe44
0xe50
0xe66
0xe6e
0xef7
0xf99
0xfb1
0x106c
0x1078
0x10ad
0x1224
0x122f
0x124d
0x1282
0x1332
0x133d
0x135a
0x1469
0x1474
0x17a9
0x17c3
0x1819
0x1828
0x184d
0x185e
0x1878
0x188f
0x189e
0x1d2c
