0x0	__function_selector__
0x192	getServiceProviderFactoryAddress()
0x1b6	setServiceProviderFactoryAddress(address)
0x1de	lastStakedFor(address)
0x216	stakeFor(address,uint256)
0x242	unstakeFor(address,uint256)
0x26e	slash(uint256,address)
0x29a	lastClaimedFor(address)
0x2c0	initialize(address,address)
0x2ee	totalStakedFor(address)
0x314	delegateStakeFor(address,address,uint256)
0x34a	isStaker(address)
0x384	supportsHistory()
0x38c	getGovernanceAddress()
0x394	initialize()
0x39c	totalStaked()
0x3a4	getClaimsManagerAddress()
0x3ac	stakeRewards(uint256,address)
0x3d8	updateClaimHistory(uint256,address)
0x404	setClaimsManagerAddress(address)
0x42a	totalStakedAt(uint256)
0x447	undelegateStakeFor(address,address,uint256)
0x47d	setGovernanceAddress(address)
0x4a3	getDelegateManagerAddress()
0x4ab	setDelegateManagerAddress(address)
0x4d1	totalStakedForAt(address,uint256)
0x4fd	token()
0xa2d	0xa2d
0xb3a	0xb3a
0xbe9	0xbe9
0x10bd	0x10bd
0x1148	0x1148
0x1191	0x1191
0x129f	0x129f
0x138f	0x138f
0x13d6	0x13d6
0x14c1	0x14c1
0x14c7	0x14c7
0x1503	0x1503
0x15d0	0x15d0
0x1612	0x1612
0x1659	0x1659
0x16e6	0x16e6
0x177c	0x177c
0x1788	0x1788
0x1854	0x1854
0x18b3	0x18b3
0x190d	0x190d
0x195f	0x195f
0x1aec	0x1aec
0x1c7e	0x1c7e
0x1cd8	0x1cd8
0x1d1a	0x1d1a
0x21b4	()
0x21b4	fallback()
