0x8	0x10
0x27	0x12a
0x32	0xbd
0x3d	0x8c
0x48	0x71
0x6d	0x38e4
0x88	0x3908
0xb9	0x392c
0xc5	0xf9
0xf5	0x3950
0x126	0x3974
0x132	0x1a2
0x13d	0x171
0x16d	0x3998
0x19e	0x39bc
0x1aa	0x1de
0x1da	0x39e0
0x211	0x2180x210
0x28e	0x3a04
0x29b	0x2a3
0x2c2	0x8c0
0x2db	0x3a37
0x2e8	0x2f0
0x309	0x8de
0x310	0x3a58
0x32a	0x3a89
0x32d	0xb5a
0x332	0x3aba
0x33f	0x347
0x370	0xb7e
0x375	0x3aed
0x378	0xc1f
0x37d	0x384
0x380	0xc43
0x39b	0x3b1e
0x39e	0xc4c
0x3a3	0x3b4f
0x3b0	0x3b8
0x3d7	0xc52
0x3dc	0x3b82
0x3e9	0x3f1
0x410	0xcad
0x415	0x3ba3
0x422	0x42a
0x443	0xd47
0x448	0x3bd4
0x455	0x45d
0x476	0xd59
0x47b	0x3bf5
0x488	0x490
0x4a9	0xd6d0x47a
0x4ae	0x3c26
0x4b1	0xd95
0x4b6	0x3c47
0x4c3	0x4cb
0x4ea	0xe95
0x4ef	0x3c78
0x4f7	0x3c99
0x504	0x50c
0x50f	0x12bb
0x53d	0x3ce1
0x540	0x12ef
0x545	0x2180x544
0x54d	0x585
0x55a	0x562
0x581	0x138a
0x59f	0x3d29
0x5ac	0x5b4
0x5d3	0x13ae
0x5d8	0x3d5c
0x5e5	0x5ed
0x60c	0x1423
0x611	0x3d8f
0x61e	0x626
0x63f	0x1437
0x644	0x3dc2
0x651	0x659
0x672	0x144d
0x677	0x3df3
0x684	0x68c
0x6a5	0x14dd
0x6aa	0x3e24
0x6ad	0x14ef
0x6b2	0x3e55
0x6bf	0x6c7
0x701	0x14f5
0x706	0x3e76
0x713	0x71b
0x734	0x1834
0x739	0x3e97
0x746	0x74e
0x792	0x1b82
0x797	0x3eb8
0x7a4	0x7ac
0x7cd	0x1f51
0x7d2	0x3ee9
0x7d5	0x1f89
0x7da	0x3f1a
0x7e7	0x7ef
0x808	0x1fad
0x86c	0x3f3b
0x874	0x88b0x80c
0x887	0x3f64
0x8c3	0x8d40x28d
0x8c6	0x8cd
0x8df	0x8e6
0x905	0x96f
0x979	0xa37
0x99b	0x9a0
0x9c5	0xa2f
0xa33	0x972
0xb02	0xb09
0xb81	0xb8b
0xb8c	0xc15
0xb90	0xb97
0xb98	0x3f8d
0xbdb	0xbe2
0xc55	0x8d40x3a2
0xc58	0xc5f
0xc61	0x3fb1
0xc69	0xc70
0xcb3	0xcba
0xce5	0xd39
0xd3a	0x3fd5
0xd3f	0x257a
0xd5a	0x3ff8
0xd5d	0xd64
0xd96	0xd9d
0xdbc	0xe26
0xe9b	0xeef
0xf17	0xf24
0xf20	0x401a
0xf7a	0xfda
0xfd6	0x403f
0x100f	0x101c
0x1018	0x4064
0x1047	0x10dc
0x1053	0x105a
0x1056	0x34cc
0x10aa	0x10bd
0x10b4	0x4089
0x10c3	0x10ce
0x10ca	0x10d5
0x10d8	0x1042
0x12c3	0x12c8
0x136b	0x40d0
0x1373	0x88b0x130b
0x1386	0x40f9
0x13b1	0x8d40x59e
0x13b4	0x13bb
0x13bd	0x4122
0x13de	0x13e5
0x1426	0x8d40x5d7
0x1429	0x1430
0x1475	0x147f
0x147b	0x4146
0x1519	0x1520
0x1528	0x152f
0x169b	0x16a8
0x16eb	0x173f
0x1770	0x17c4
0x17c9	0x181d
0x181e	0x1827
0x1835	0x183c
0x185b	0x18c5
0x18d2	0x1935
0x18f4	0x18f9
0x191e	0x192d
0x1929	0x1935
0x1931	0x18cb
0x1938	0x19a2
0x19d1	0x19d6
0x1a01	0x1a5b
0x1a0d	0x1a12
0x1a61	0x1a66
0x1b2d	0x1b34
0x1ba7	0x1bae
0x1bb6	0x1bbd
0x1d52	0x1d5f
0x1da2	0x1df6
0x1e26	0x1e7a
0x1e7f	0x1ed3
0x1ed4	0x1ede
