0x0	0xc
0x1a	0x2b
0x2461	0x24ab
0x2b0a	0x2b26
0x2b26	0x2b52
0x2bec	0x2c18
0x2d20	0x2d79
0x10	0x1a
0x12a	0x136
0xbd	0xc9
0x8c	0x98
0x71	0x7d
0xf9	0x105
0x1a2	0x1ae
0x171	0x17d
0x1de	0x1ea
0x80c	0x870
0xe95	0xe9f
0x12bb	0x12c7
0x130b	0x136f
0x144d	0x1479
0x213c	0x2158
0x8e6	0x909
0x96f	0x972
0x9a0	0x9c9
0x972	0x97d
0x2283	0x229f
0x2455	0x2461
0xcba	0xce9
0x257a	0x2596
0xd9d	0xdc0
0xeef	0xf1b
0xf24	0xf7e
0x98	0xa3
0xfda	0x1013
0x101c	0x1042
0x105a	0x10ae
0x10bd	0x10c7
0x10ce	0x10d5
0x1042	0x104b
0x147f	0x14d6
0x152f	0x169f
0x162	0x16d
0x16a8	0x16ef
0x173f	0x1774
0x17c4	0x17cd
0x36	0x41
0x1827	0x182c0x6b1
0x183c	0x185f
0x18c5	0x18cb
0x1935	0x193c
0x18f9	0x1922
0x18cb	0x18d6
0x19a2	0x19d5
0x19d6	0x1a05
0x1a5b	0x1a65
0x1a12	0x1a5b
0x1bbd	0x1d56
0x1d5f	0x1da6
0x1df6	0x1e2a
0x1e7a	0x1e83
0x1fb5	0x1fd8
0x203e	0x205a
0x21a8	0x21c4
0x22ef	0x230b
0x24c3	0x24d7
0x24ab	0x24b4
0x2ac8	0x2aff
0x2b04	0x2b0a
0x2bcf	0x2bec
0x2b58	0x2baf
0x2bcb	0x2bcf
0x330d	0x3318
0x2c1e	0x2c75
0x2caa	0x2cb0
0x2cb8	0x2cbd
0x2d0d	0x2d20
0x336e	0x3374
0x33d0	0x342c
0x28d	0x29f
0x2da	0x2ec
0x331	0x343
0x3a2	0x3b4
0x3db	0x3ed
0x414	0x426
0x447	0x459
0x47a	0x48c
0x4b5	0x4c7
0x4f6	0x508
0x54c	0x55e
0x59e	0x5b0
0x5d7	0x5e9
0x610	0x622
0x643	0x655
0x676	0x688
0x6b1	0x6c3
0x705	0x717
0x738	0x74a
0x796	0x7a8
0x7d9	0x7eb
0x2c91	0x2ca2
0x2b	0x36
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x7d	0x88
0xa3	0xae
0xae	0xb9
0xc9	0xd4
0xd4	0xdf
0xdf	0xea
0xea	0xf5
0x105	0x110
0x110	0x11b
0x11b	0x126
0x136	0x141
0x141	0x14c
0x14c	0x157
0x157	0x162
0x17d	0x188
0x188	0x193
0x193	0x19e
0x1ae	0x1b9
0x1b9	0x1c4
0x1c4	0x1cf
0x1cf	0x1da
0x1ea	0x1f5
0x1f5	0x200
0x200	0x20b
0x870	0x878
0x97d	0x99f
0x136f	0x1377
0x18d6	0x18f8
0x1a05	0x1a11
0x24d7	0x24f0
0x2aff	0x2b04
0x2cb0	0x2cb8
0x3318	0x336e
0x128a0x2c91	0x12910x2c91
0x8990x80c	0x8ad0x80c
0x8990x130b	0x8ad0x130b
0x2520x210	0x2660x210
0x2520x544	0x2660x544
0x23a0x210	0x2430x210
0x23a0x544	0x2430x544
0x8d40x28d	0x8d80x28d
0x8d40x3a2	0x8d80x3a2
0x8d40x59e	0x8d80x59e
0x8d40x5d7	0x8d80x5d7
0x8ad0x80c	0x8b60x80c
0x8ad0x130b	0x8b60x130b
0x88b0x80c	0x8990x80c
0x88b0x130b	0x8990x130b
0x2660x210	0x27f0x210
0x2660x544	0x27f0x544
0x2180x210	0x23a0x210
0x2180x544	0x23a0x544
0x2506B0xc70	0x2514B0xc70
0x2506B0x23b0	0x2514B0x23b0
0x2506B0x2608	0x2514B0x2608
0x2506B0x2615	0x2514B0x2615
0x2506B0x2c75	0x2514B0x2c75
0x322eB0x2abd	0x324aB0x2abd
0x325eB0x2abd	0x3265B0x2abd
0x2506B0x3258B0x2abd	0x2514B0x3258B0x2abd
0x11a8B0x4ee	0x11fbB0x4ee
0x1119B0x4ee	0x112aB0x4ee
0x1132B0x4ee	0x1138B0x4ee
0x1140B0x4ee	0x1145B0x4ee
0x1195B0x4ee	0x11a8B0x4ee
0x1138B0x4ee	0x1140B0x4ee
0x128a0x1119B0x4ee	0x12910x1119B0x4ee
0x2931B0x126fB0x4ee	0x2984B0x126fB0x4ee
0x28a2B0x126fB0x4ee	0x28b3B0x126fB0x4ee
0x28bbB0x126fB0x4ee	0x28c1B0x126fB0x4ee
0x28c9B0x126fB0x4ee	0x28ceB0x126fB0x4ee
0x291eB0x126fB0x4ee	0x2931B0x126fB0x4ee
0x2995B0x126fB0x4ee	0x299cB0x126fB0x4ee
0x28c1B0x126fB0x4ee	0x28c9B0x126fB0x4ee
0x2f9aB0x298cB0x126fB0x4ee	0x2fedB0x298cB0x126fB0x4ee
0x2f0bB0x298cB0x126fB0x4ee	0x2f1cB0x298cB0x126fB0x4ee
0x2f24B0x298cB0x126fB0x4ee	0x2f2aB0x298cB0x126fB0x4ee
0x2f32B0x298cB0x126fB0x4ee	0x2f37B0x298cB0x126fB0x4ee
0x2f87B0x298cB0x126fB0x4ee	0x2f9aB0x298cB0x126fB0x4ee
0x2fedB0x298cB0x126fB0x4ee	0x2ff6B0x298cB0x126fB0x4ee
0x305cB0x298cB0x126fB0x4ee	0x3068B0x298cB0x126fB0x4ee
0x2f2aB0x298cB0x126fB0x4ee	0x2f32B0x298cB0x126fB0x4ee
0x2a56B0x1282B0x4ee	0x2aa9B0x1282B0x4ee
0x29c7B0x1282B0x4ee	0x29d8B0x1282B0x4ee
0x29e0B0x1282B0x4ee	0x29e6B0x1282B0x4ee
0x29eeB0x1282B0x4ee	0x29f3B0x1282B0x4ee
0x2a43B0x1282B0x4ee	0x2a56B0x1282B0x4ee
0x29e6B0x1282B0x4ee	0x29eeB0x1282B0x4ee
0x128a0x29c7B0x1282B0x4ee	0x12910x29c7B0x1282B0x4ee
0x3122B0x2ab1B0x1282B0x4ee	0x3175B0x2ab1B0x1282B0x4ee
0x3093B0x2ab1B0x1282B0x4ee	0x30a4B0x2ab1B0x1282B0x4ee
0x30acB0x2ab1B0x1282B0x4ee	0x30b2B0x2ab1B0x1282B0x4ee
0x30baB0x2ab1B0x1282B0x4ee	0x30bfB0x2ab1B0x1282B0x4ee
0x310fB0x2ab1B0x1282B0x4ee	0x3122B0x2ab1B0x1282B0x4ee
0x317fB0x2ab1B0x1282B0x4ee	0x31f9B0x2ab1B0x1282B0x4ee
0x30b2B0x2ab1B0x1282B0x4ee	0x30baB0x2ab1B0x1282B0x4ee
0x2809B0x11fbB0x4ee	0x285cB0x11fbB0x4ee
0x2875B0x11fbB0x4ee	0x289dB0x11fbB0x4ee
0x277aB0x11fbB0x4ee	0x278bB0x11fbB0x4ee
0x2793B0x11fbB0x4ee	0x2799B0x11fbB0x4ee
0x27a1B0x11fbB0x4ee	0x27a6B0x11fbB0x4ee
0x27f6B0x11fbB0x4ee	0x2809B0x11fbB0x4ee
0x286eB0x11fbB0x4ee	0x2875B0x11fbB0x4ee
0x2799B0x11fbB0x4ee	0x27a1B0x11fbB0x4ee
0x2e32B0x2864B0x11fbB0x4ee	0x2e85B0x2864B0x11fbB0x4ee
0x2da3B0x2864B0x11fbB0x4ee	0x2db4B0x2864B0x11fbB0x4ee
0x2dbcB0x2864B0x11fbB0x4ee	0x2dc2B0x2864B0x11fbB0x4ee
0x2dcaB0x2864B0x11fbB0x4ee	0x2dcfB0x2864B0x11fbB0x4ee
0x2e1fB0x2864B0x11fbB0x4ee	0x2e32B0x2864B0x11fbB0x4ee
0x2eacB0x2864B0x11fbB0x4ee	0x2edfB0x2864B0x11fbB0x4ee
0x2dc2B0x2864B0x11fbB0x4ee	0x2dcaB0x2864B0x11fbB0x4ee
0x34e6B0x2e85B0x2864B0x11fbB0x4ee	0x3517B0x2e85B0x2864B0x11fbB0x4ee
0x3527B0x2e85B0x2864B0x11fbB0x4ee	0x3536B0x2e85B0x2864B0x11fbB0x4ee
0x3539B0x2e85B0x2864B0x11fbB0x4ee	0x3542B0x2e85B0x2864B0x11fbB0x4ee
0x3536B0x2e85B0x2864B0x11fbB0x4ee	0x3539B0x2e85B0x2864B0x11fbB0x4ee
0x3565B0x3554B0x2e85B0x2864B0x11fbB0x4ee	0x356eB0x3554B0x2e85B0x2864B0x11fbB0x4ee
0x34e6B0x2e98B0x2864B0x11fbB0x4ee	0x3517B0x2e98B0x2864B0x11fbB0x4ee
0x3527B0x2e98B0x2864B0x11fbB0x4ee	0x3536B0x2e98B0x2864B0x11fbB0x4ee
0x3539B0x2e98B0x2864B0x11fbB0x4ee	0x3542B0x2e98B0x2864B0x11fbB0x4ee
0x3536B0x2e98B0x2864B0x11fbB0x4ee	0x3539B0x2e98B0x2864B0x11fbB0x4ee
0x3565B0x3554B0x2e98B0x2864B0x11fbB0x4ee	0x356eB0x3554B0x2e98B0x2864B0x11fbB0x4ee
0x3564B0x3554B0x2e85B0x2864B0x11fbB0x4ee	0x3565B0x3554B0x2e85B0x2864B0x11fbB0x4ee
0x3564B0x3554B0x2e98B0x2864B0x11fbB0x4ee	0x3565B0x3554B0x2e98B0x2864B0x11fbB0x4ee
