0xa0e	13	0x2c7e	5
0xa0e	13	0x2c8a	5
0x1598	14	0x646	1
0x1598	14	0x67b	1
0x1598	14	0x746	1
0x1598	14	0x77e	1
0x1598	14	0x78b	1
0x1598	14	0x8be	1
0x1598	14	0x963	1
0x1598	14	0x9fa	1
0x1598	14	0xa9d	1
0x1598	14	0xd0d	1
0x1598	14	0xfcf	1
0x1598	14	0x109b	1
0x1598	14	0x10ba	1
0x1598	14	0x10d8	1
0x15a0	5	0x653	1
0x15a0	5	0x752	1
0x15a0	5	0x81b	1
0x15a0	5	0x10a6	1
0x15a0	5	0x13c4	1
0x20be	5	0x19d6	2
0x20be	5	0x2de7	2
0x23e6	3	0x1dd3	1
0x23e6	3	0x1eb4	1
0x23e6	3	0x1fa1	1
0x2e39	17	0x2263	7
0x2e39	17	0x233c	7
0x3463	21	0x34de	7
0x3478	4	0x35ed	1
0x3478	4	0x35fe	1
0x3478	4	0x36b4	1
0x3478	4	0x36c5	1
0x348d	13	0x363f	6
0x34cc	7	0x31e	1
0x34cc	7	0x36c	1
0x34cc	7	0x388	1
0x34cc	7	0x3b8	1
0x34cc	7	0x3e8	1
0x34cc	7	0x470	1
0x34cc	7	0x500	1
0x361e	6	0x1cc	1
0x361e	6	0x286	1
0x361e	6	0x2b6	1
0x361e	6	0x2e6	1
0x361e	6	0x4a0	1
0x361e	6	0x4d0	1
0x3748	8	0x3d14	3
0x3766	18	0x3cd8	3
0x3766	18	0x3ced	3
0x3766	18	0x3cfa	3
0x3bfc	5	0x1e6	1
0x3bfc	5	0x234	1
0x3bfc	5	0x2a0	1
0x3bfc	5	0x4ba	1
0x3bfc	5	0x4ea	1
0x3e72	3	0x91b	1
0x3e72	3	0x9c0	1
0x3e72	3	0x1135	1
0x3f12	10	0x2411	3
0x40ad	17	0x1680	5
0x4132	54	0x398c	10
0x414e	11	0x18dd	2
0x414e	11	0x1abe	2
0x414e	11	0x212d	2
0x414e	11	0x2d1a	2
0x414e	11	0x2d2c	2
0x4279	106	0x3b6e	25
0x4283	3	0x3b7d	1
0x4283	3	0x3b8c	1
0x4283	3	0x4a2d	1
0x42d3	6	0x33c0	2
