0x8d	0x00000000
0xc8	0x25313a2
0xf9	0xadd8140
0x10e	0x3659cfe6
0x143	0x5c60da1b
0x158	0x5e55d96f
0x18b	0x8f4a3bcd
0x1b4	0x9965b3d6
0x1c9	0xf1739cae
