0x572	0x198e	0	Regular
0x3a95	0x5209	0	Regular
0x442a	0x5209	0	Regular
0x44e9	0x5614	0	Regular
0x4ba4	0x5614	0	Regular
0x1c3eB0x74f	0x198e	0	Regular
0x39cfB0x1388	0x198e	0	Regular
0x39cfB0x1aac	0x198e	0	Regular
0x1c3eB0x1b2a	0x198e	0	Regular
0x1c3eB0x2cae	0x198e	0	Regular
0x1c3eB0x4b27	0x198e	0	Regular
0x39cfB0x446c	0x198e	0	Regular
0x39cfB0x43ac	0x198e	0	Regular
0x1c3eB0x3a17	0x198e	0	Regular
0x39cfB0x1a2d	0x198e	0	Regular
0x39cfB0x1b3a	0x198e	0	Regular
0x39cfB0x2c2f	0x198e	0	Regular
0x39cfB0x2cbe	0x198e	0	Regular
0x1c3eB0x21010x20aa	0x198e	0	Regular
0x1c3eB0x142e0x13d7B0x262	0x198e	0	Regular
0x39cfB0x15c1B0x364	0x198e	0	Regular
0x39cfB0x1542B0x364	0x198e	0	Regular
0x39cfB0x18b7B0x4e3	0x198e	0	Regular
0x1c3eB0x1935B0x4e3	0x198e	0	Regular
0x39cfB0x1838B0x4e3	0x198e	0	Regular
0x39cfB0x1945B0x4e3	0x198e	0	Regular
0x1c3eB0x1d1dB0x7aa	0x198e	0	Regular
0x39cfB0x1c9eB0x7aa	0x198e	0	Regular
0x39cfB0x1d2dB0x7aa	0x198e	0	Regular
0x1c3eB0x22080x21b1B0x977	0x198e	0	Regular
0x39cfB0x26e2B0xb79	0x198e	0	Regular
0x1c3eB0x2760B0xb79	0x198e	0	Regular
0x39cfB0x2663B0xb79	0x198e	0	Regular
0x39cfB0x2770B0xb79	0x198e	0	Regular
0x1c3eB0x2810B0xc7a	0x198e	0	Regular
0x1c3eB0x29df0x2988B0xcd8	0x198e	0	Regular
0x1c3eB0x30c7B0xfdf	0x198e	0	Regular
0x39cfB0x3048B0xfdf	0x198e	0	Regular
0x39cfB0x30d7B0xfdf	0x198e	0	Regular
0x1c3eB0x1766B0x452	0x198e	0	Regular
0x1c3eB0x29df0x3b20B0x180aB0x452	0x198e	0	Regular
0x1c3eB0x244eB0xaa5	0x198e	0	Regular
0x1c3eB0x142e0x47bdB0x24f2B0xaa5	0x198e	0	Regular
0x1c3eB0x2d5aB0xf2c	0x198e	0	Regular
0x1c3eB0x21010x4d74B0x2dfeB0xf2c	0x198e	0	Regular
0x1c3eB0x37a0B0x12c7	0x198e	0	Regular
0x1c3eB0x22080x51c9B0x3844B0x12c7	0x198e	0	Regular
