0x176f
0x1977
0x1b6c
0x1d5f
0x2457
0x27a2
0x2819
0x2cf0
0x2d63
0x3109
0x323f
0x37a9
0x14370x13d7
0x14370x47bd
0x210a0x20aa
0x210a0x4d74
0x22110x21b1
0x22110x51c9
0x29e80x2988
0x29e80x3b20
