0x0	__function_selector__
0x15c	()
0x15c	fallback()
0x206	LPToken()
0x224	MVTToken()
0x242	MVTPerBlock()
0x260	totalMiningBlockNum()
0x27e	stakerClaimed(address)
0x2ae	stakeCount(address)
0x2de	_setAdmin(address)
0x2fa	endMiningBlockNum()
0x318	stakes(address,uint256)
0x34c	implementation()
0x36a	miningStateBlock()
0x388	totalStaked()
0x3a6	miningStateIndex()
0x3c4	initiated()
0x3e2	startMiningBlockNum()
0x400	isMVTUniswapMining()
0x41e	_setImplementation(address)
0x43a	stakeInitialIndex()
0x458	totalClaimed()
0x476	stakerIndexes(address)
0x4a6	stakeHolders(address)
0x4d6	totalStakedPower()
0x4f4	stakerPower(address)
0x524	admin()
0xa60	0xa60
0xa75	0xa75
0xa8a	0xa8a
0xa9f	0xa9f
0xab4	0xab4
0xadd	0xadd
0xb19	0xb19
0xb42	0xb42
0xb6b	0xb6b
0xb7a	0xb7a
0xc3d	0xc3d
0xc4c	0xc4c
0xc65	0xc65
0xc80	0xc80
0xca9	0xca9
0xcc4	0xcc4
0xcdf	0xcdf
0xcff	0xcff
0xd1f	0xd1f
0xd3a	0xd3a
0xd98	0xd98
0xda9	0xda9
0xdbb	0xdbb
0xdc7	0xdc7
0xdd9	0xdd9
0xdf9	0xdf9
0xe03	0xe03
0xe15	0xe15
0xe36	0xe36
0xe4d	0xe4d
0xe64	0xe64
0xe7b	0xe7b
