0x0	__function_selector__
0x105	setDiggPegRewards(address,uint256,uint256)
0x11a	getRoleAdmin(bytes32)
0x143	grantRole(bytes32,address)
0x156	renounceRole(bytes32,address)
0x169	modifyUnlockSchedule(uint256,address,address,uint256,uint256,uint256,uint256)
0x17c	initialize(address,address)
0x18f	unlockSchedules(address,uint256)
0x1b4	setUnlockSchedule(address,address,uint256,uint256,uint256,uint256)
0x1c7	getUnlockSchedulesFor(address,address)
0x1e7	getRoleMember(bytes32,uint256)
0x207	hasRole(bytes32,address)
0x227	DEFAULT_ADMIN_ROLE()
0x22f	getAllUnlockSchedulesFor(address)
0x242	getRoleMemberCount(bytes32)
0x255	revokeRole(bytes32,address)
0x268	MANAGER_ROLE()
0x30c	0x30c
0x346	0x346
0x354	0x354
0x4fd	0x4fd
0x737	0x737
0x916	0x916
0x935	0x935
0x952	0x952
0xa0b	0xa0b
0xa22	0xa22
0xa6e	0xa6e
0xa72	0xa72
0xadb	0xadb
0xb44	0xb44
0xb4a	0xb4a
0xbdd	0xbdd
0xbe9	0xbe9
0xbfe	0xbfe
0xc09	0xc09
0xc1e	0xc1e
0xc33	0xc33
0xcf9	0xcf9
0xd15	0xd15
0xd5f	0xd5f
0xe25	0xe25
0xe6d	0xe6d
0xe84	0xe84
0xe9f	0xe9f
0xf86	0xf86
0xf9e	0xf9e
0x10ca	0x10ca
0x11f3	0x11f3
0x1268	0x1268
0x1344	0x1344
0x13ce	()
0x13ce	fallback()
