0x13fb
0x221e
0x2229
0x2230
0x2262
0x226d
0x2273
0x2656
0x2663
0x2675
0x2684
0x2685
0x2697
0x269e
0x26a8
0x26bd
0x26c4
0x26c9
0x2715
0x2726
0x2774
0x2778
0x2783
0x278c
0x279e
0x27a2
0x27fe
0x2802
0x280d
0x2816
0x2828
0x282c
0x2833
0x287f
0x28c0
0x28c4
0x28cf
0x28d8
0x28ea
0x28ee
0x293e
0x2942
0x294d
0x2956
0x2968
0x296c
0x2976
0x29c2
0x2a13
0x2a17
0x2a22
0x2a2b
0x2a3d
0x2a41
0x2a4f
0x2a5d
0x2aa9
0x2ab9
0x2ac6
0x2ad6
0x2ae4
0x2aeb
0x2af8
0x2b0b
0x2b26
0x2b2d
0x2b36
0x2b41
0x2b49
0x2b5c
0x2b63
0x2b6a
0x2b75
0x2b80
0x2b94
0x2b9f
0x2bac
0x2bb5
0x2bbc
0x2bc6
0x2bd7
0x2be2
0x2bff
0x2c10
0x2c2c
0x2c78
0x2c8c
0x2c97
0x2caa
0x2cb9
0x2d05
0x2d25
0x2d4d
0x2d99
0x2db2
0x2dc4
0x2dc9
0x2dd5
0x2de2
0x2e1b
0x2e27
0x2e51
0x2e5d
0x2e69
0x2ebd
0x2ec1
0x2ecc
0x2ed5
0x2ee7
0x2eeb
0x2f06
0x2f1a
0x2f65
0x2f69
0x2f74
0x2f7d
0x2f8f
0x2f93
0x34d9
0x34e5
0x34f3
0x350d
0x351b
0x3526
0x3529
0x3530
0x353f
0x354a
0x3550
0x3558
0x3564
0x3567
0x3571
0x358c
0x3597
0x359d
0x35a7
0x35c1
0x35cc
0x35d7
0x35f3
0x35f8
0x35fa
0x35ff
0x3609
0x3623
0x362e
0x3639
0x3655
0x365f
0x3679
0x3684
0x368f
0x36ab
0x36ad
0x36b4
0x36c9
0x36d0
0x36e4
0x36eb
0x3701
0x3708
0x3710
0x3723
0x3738
0x373f
0x374d
0x375b
0x3771
0x3782
0x3790
0x379e
0x37bb
0x37ce
0x381a
0x3825
0x382e
0x3837
0x384a
0x3855
0x3861
0x386f
0x387c
0x3891
0x389f
0x38ad
0x38c7
0x38d5
0x38e3
0x38f4
0x390e
0x390f
0x3924
0x3932
0x3940
0x395d
0x3973
0x3982
0x3988
0x39a0
0x39a5
0x39ab
0x39d3
0x39d6
0x39dc
0x39e3
0x3a01
0x3a0b
0x3a16
0x3a1d
0x3a26
0x3a42
0x3a49
0x3a54
0x3a66
0x3a79
0x3ab1
0x3ac0
0x3acd
0x3b03
0x3b12
0x3b28
0x3b37
0x3b43
0x3b4c
0x3b55
0x3b62
0x3b63
0x3b6b
0x3b6c
0x3b74
0x3b7a
0x3b81
0x3e37
0x3e40
0x3e51
0x3e5f
0x3e73
0x3e82
0x3e83
0x3e99
0x3ea3
0x3ea8
0x3eb1
0x3ecd
0x3edc
0x3ee5
0x3eec
0x3ef6
0x3ef9
0x3f06
0x3f16
0x3f2d
0x3f37
0x3f47
0x3f4c
0x3f58
0x3f6c
0x3f80
0x3f87
0x3f93
0x3fa3
0x3fb7
0x3fd1
0x3fe5
0x3fea
0x407c
0x408b
0x4098
0x40a6
0x40b4
0x40c2
0x417e
0x41bd
0x41e9
