0x0	0xc
0x1a	0x2b
0x9a0	0x9ac
0x1380	0x13ad
0x15fe	0x162b
0x10	0x1a
0x104	0x110
0xa2	0xae
0x71	0x7d
0xde	0xea
0x171	0x17d
0x14b	0x157
0x1ad	0x1b9
0x3c3	0x403
0x17f2	0x1803
0x52e	0x537
0x74b	0x75e
0x841	0x881
0x8a9	0x8bc
0x910	0x951
0xa20	0xa29
0xc46	0xc58
0xfb4	0xfc7
0x557	0x55e
0x565	0x57d
0x5c9	0x5dd
0x5e1	0x5ec
0x11f6	0x11fe
0x66e	0x684
0x688	0x693
0x955	0x960
0x991	0x996
0x185d	0x186c
0x9ad	0x9d2
0x996	0x9a0
0xa72	0xa86
0xa8a	0xa95
0xad7	0xaf2
0x154e	0x155c
0xaf5	0xafb
0xb58	0xb6e
0xb72	0xb7d
0xc6f	0xc82
0x112a	0x1135
0x1205	0x1211
0x1212	0x1219
0x1251	0x1259
0x1327	0x133b
0x133f	0x134a
0x1377	0x1380
0x13c4	0x13f1
0x13f2	0x141f
0x145d	0x1473
0x1477	0x1482
0x14ef	0x1505
0x1509	0x1514
0x1545	0x1549
0x196e	0x197d
0x1642	0x166f
0x1670	0x169d
0x16dd	0x16f1
0x16f5	0x1700
0x1731	0x173f
0x186f	0x1883
0x1886	0x1896
0x18ac	0x18b8
0x18ee	0x18fd
0x1900	0x1911
0x1924	0x1934
0x1e31	0x1e44
0x18b8	0x18c1
0x1980	0x1993
0x1996	0x19a3
0x19b4	0x19cd
0x19d0	0x19d4
0x19d4	0x19dd
0x1230	0x123a
0x15f5	0x15fe
0x36	0x41
0x2b	0x36
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x7d	0x88
0x88	0x93
0x93	0x9e
0xae	0xb9
0xb9	0xc4
0xc4	0xcf
0xcf	0xda
0xea	0xf5
0xf5	0x100
0x110	0x11b
0x11b	0x126
0x126	0x131
0x131	0x13c
0x13c	0x147
0x157	0x162
0x162	0x16d
0x17d	0x188
0x188	0x193
0x193	0x19e
0x19e	0x1a9
0x1b9	0x1c4
0x1c4	0x1cf
0x403	0x40b
0x881	0x889
0xaf2	0xaf5
0x18c1	0x18d5
0x42c0x3c3	0x4400x3c3
0x42c0x841	0x4400x841
0x4400x3c3	0x4490x3c3
0x4400x841	0x4490x841
0x41e0x3c3	0x42c0x3c3
0x41e0x841	0x42c0x841
0xbfeB0x357	0xc14B0x357
