0x5201	CODECOPY
0x51fb	SUB
0x5208	SUB
0x3	JUMP
0x520b	RETURN
0x0	CONST
0x51f5	CONST
0x51f8	CONST
0x51fc	CONST
0x51ff	CONST
0x5202	CONST
0x5205	CONST
0x5209	CONST
