0x105	0xd009297
0x11a	0x1626ba7e
0x143	0x20c13b0b
0x156	0x2d06177a
0x169	0x3714020e
0x17c	0x4e71e0c8
0x184	0x715018a6
0x18c	0x72311705
0x1a1	0x8da5cb5b
0x1b6	0x9b19251a
0x1d6	0xac18de43
0x1e9	0xc4627c5d
0x20a	0xe30c3978
0x212	0xe68777d7
0x227	0xf2fde38b
0x23a	0xf3ae2415
0x1163	0x00000000
