0x0	__function_selector__
0x147	remainingUserDepositAllowed(address)
0x170	guests(address)
0x190	authorized(address,uint256,bytes32[])
0x1a3	wrapperBalance(address)
0x1b6	setGuestRoot(bytes32)
0x1cb	totalDepositCap()
0x1d3	geyser()
0x1e8	renounceOwnership()
0x1f0	setGuests(address[],bool[])
0x203	owner()
0x20b	setUserDepositCap(uint256)
0x21e	remainingTotalDepositAllowed()
0x226	userDepositCap()
0x22e	wrapper()
0x236	setGeyser(address)
0x249	proveInvitation(address,bytes32[])
0x25c	initialize(address)
0x26f	geyserBalance(address)
0x282	setTotalDepositCap(uint256)
0x295	vaultBalance(address)
0x2a8	transferOwnership(address)
0x2bb	guestRoot()
0x2c3	0x2c3
0x309	0x309
0x3a3	0x3a3
0x529	0x529
0x655	0x655
0x808	0x808
0x8af	0x8af
0xa32	0xa32
0xb20	0xb20
0xb6b	0xb6b
0xbe1	0xbe1
0xbe5	0xbe5
0xc95	0xc95
0xc9b	0xc9b
0xdf7	0xdf7
0xe78	0xe78
0xf52	0xf52
0xf69	0xf69
0xfb2	0xfb2
0xfcd	0xfcd
0x102b	0x102b
0x1084	0x1084
0x10e1	0x10e1
0x10f9	0x10f9
0x112e	0x112e
0x113c	0x113c
0x115b	0x115b
0x11fd	0x11fd
0x124b	0x124b
0x12be	()
0x12be	fallback()
