0x1ee4
0x1f64
0x1fc7
0x2012
0x204b
0x1b650x1e7
0x1b490x1e7
0x1b3b0x1e7
0x1abe0x1e7
0x1a5f0x1e7
0x1a550x1e7
0x11700x1e7
0x11340x1e7
0x10f50x1e7
0xfdb0x1e7
0xf600x1e7
0xea50x1e7
0xe890x1e7
0xe6a0x1e7
0xe3a0x1e7
0xdc60x1e7
0xd010x1e7
0xce50x1e7
0xcc60x1e7
0xc960x1e7
0xc7b0x1e7
0xc5f0x1e7
0xc400x1e7
0xc100x1e7
0xbfc0x1e7
0xb550x1e7
0xa3c0x1e7
0x92b0x1e7
0x9250x1e7
0x9140x1e7
0x8e00x1e7
0x8890x1e7
0x86f0x1e7
0x2075S0x1aca0x1e7
0x2077S0x1aca0x1e7
0x206bS0x1aca0x1e7
0x2099S0x1b1e0x1e7
0x20b6S0x1b1e0x1e7
0x2075S0x1b570x1e7
0x2077S0x1b570x1e7
0x206bS0x1b570x1e7
0x1d41S0xeb10x1e7
0x1d55S0xeb10x1e7
0x1d6fS0xeb10x1e7
0x1d83S0xeb10x1e7
0x1db5S0xeb10x1e7
0x1e2fS0x12dc
0x22dcS0x1e2cS0x12dc
