0x0	0xd
0x3f	0x4a
0xd	0x1e
0x7f	0x8b
0x59	0x65
0xbb	0xc7
0xe7	0xf8
0xfc	0x11a
0x12d	0x140
0x388	0x39b
0x3c7	0x3da
0x20d	0x220
0x47e	0x491
0x28b	0x29e
0x4ea	0x4fd
0x56f	0x582
0x2d3	0x2e6
0x5ce	0x5da
0x352	0x365
0x632	0x645
0x3de	0x3f0
0x495	0x4a8
0x501	0x510
0x649	0x658
0x121	0x129
0x156	0x15e
0x17d	0x185
0x192	0x19a
0x1a7	0x1af
0x1d8	0x1e0
0x201	0x209
0x255	0x25d
0x26a	0x272
0x27f	0x287
0x2b2	0x2ba
0x2c7	0x2cf
0x331	0x339
0x346	0x34e
0x1e	0x29
0x29	0x34
0x34	0x3f
0x4a	0x55
0x65	0x70
0x70	0x7b
0x8b	0x96
0x96	0xa1
0xa1	0xac
0xac	0xb7
0xc7	0xd2
0xd2	0x8d7
