0x0	__function_selector__
0xdd	()
0xdd	fallback()
0x121	updateRegistry(address)
0x156	depositCount()
0x17d	unpause()
0x192	proxyType()
0x1a7	implementation()
0x1d8	paused()
0x201	withdrawals(uint256)
0x255	registry()
0x26a	pause()
0x27f	changeAdmin(address)
0x2b2	removeAdmin()
0x2c7	deposits(uint256)
0x331	admin()
0x346	updateProxyTo(address)
0x379	0x379
