0x180	18	0x96c	7
0x96c	7	0x6a9	2
0xb8b	4	0x31c	1
0xb8b	4	0x745	1
0xb8b	4	0x7fe	1
0xb8b	4	0xab3	1
0xb8f	7	0x5ba	2
0x19e4	20	0x32f6	4
0x19e4	20	0x331c	4
0x1a09	61	0x19e4	20
0x1f8a	18	0x1459	2
0x1f8a	18	0x16e5	2
0x1f8a	18	0x1c50	2
0x1f8a	18	0x1d16	2
0x1f8a	18	0x20cb	2
0x1f8a	18	0x20ef	2
0x1f8a	18	0x2129	2
0x1f8a	18	0x21f7	2
0x1f8a	18	0x2229	2
0x1fc4	30	0x33df	8
0x1ff6	12	0x1611	2
0x1ff6	12	0x1897	2
0x1ff6	12	0x1a3d	2
0x1ff6	12	0x1b9e	2
0x1ff6	12	0x1c46	2
0x1ff6	12	0x1d0c	2
0x2611	5	0xcfd	2
0x2611	5	0x1adb	2
0x2695	17	0x19b5	7
0x26b5	25	0xbf1	7
0x2763	15	0xc33	7
0x2a73	4	0x344	1
0x2a73	4	0x76d	1
0x2a73	4	0x826	1
0x2a73	4	0xadb	1
0x2c7f	8	0x1fe	2
0x2c7f	8	0x126d	2
0x2c7f	8	0x18a5	2
0x2c7f	8	0x190e	2
0x2d4e	9	0x2442	4
