0x0	0xc
0x1a	0x2b
0x10	0x1a
0xde	0xea
0x97	0xa3
0x71	0x7d
0x130	0x13c
0x25a2	0x25b1
0x244d	0x245c
0xa66	0xa7e
0x75e	0x76d
0xacc	0xadb
0xaf2	0xb01
0x1b43	0x1b4d
0x1bee	0x1bf5
0x1ba8	0x1bee
0x1ff6	0x2001
0x1cb4	0x1cbb
0x1cb1	0x1cb4
0x1f8a	0x1f920x1f8a
0x1d6e	0x1d71
0x1dab	0x1dbf
0x1dc3	0x1dce
0x1e38	0x1e4e
0x27d2	0x27db
0x1e52	0x1e5d
0x1ea3	0x1eb7
0x1ebb	0x1ec6
0x1ef3	0x1f3e
0x1f42	0x1f4d
0x216d	0x21bb
0x207c	0x208f
0x2093	0x209e
0x2109	0x2115
0x211c	0x2120
0x2120	0x2129
0x213f	0x214a
0x2209	0x2215
0x21bf	0x21ca
0x221c	0x2220
0x2220	0x2229
0x223f	0x224a
0x25b4	0x25c8
0x25cb	0x25db
0x25de	0x25e9
0x25ec	0x25fc
0x2623	0x2636
0x2639	0x2646
0x2657	0x2670
0x2673	0x2677
0x2677	0x2680
0x27db	0x27e5
0x19e4	0x19f20x19e4
0x1fc4	0x1fce0x1fc4
0x36	0x41
0xb8f	0xb970xb8f
0xa3	0xae
0x2611	0x2620
0x2b	0x36
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x7d	0x88
0x88	0x93
0xae	0xb9
0xb9	0xc4
0xc4	0xcf
0xcf	0xda
0xea	0xf5
0xf5	0x100
0x100	0x10b
0x10b	0x116
0x116	0x121
0x121	0x12c
0x13c	0x147
0x147	0x152
0x152	0x15d
0x15d	0x168
0x168	0x173
0x1b4d	0x1b93
0x1b93	0x1b9b
0x1bf5	0x1c3b
0x1c3b	0x1c43
0x1cbb	0x1d01
0x1d01	0x1d09
0x1fe50x1b39	0x1fed0x1b39
0x1fe50x1fc4	0x1fed0x1fc4
0x1fc40x1b39	0x1fce0x1b39
0x1fa60x1f8a	0x1fad0x1f8a
0x1f990x1f8a	0x1fa50x1f8a
0xc170xb8f	0xc1c0xb8f
0xbdd0xb8f	0xbe80xb8f
0xbc50xb8f	0xbd90xb8f
0xc150xb8f	0xc170xb8f
0x26b5B0x1dd7	0x26c3B0x1dd7
0x26b5B0x1ecf	0x26c3B0x1ecf
0x26b5B0x1f56	0x26c3B0x1f56
0x26cdB0x20a7	0x26dcB0x20a7
0x26b5B0x21d3	0x26c3B0x21d3
0x2d4eB0x245f	0x2d5fB0x245f
0x2d02B0x2649	0x2d15B0x2649
0x2cdbB0x370b	0x2cf6B0x370b
0x26b5B0xbf10xb8f	0x26c3B0xbf10xb8f
0x2415B0x1a6	0x2423B0x1a6
0x2d4eB0x2426B0x1a6	0x2d5fB0x2426B0x1a6
0x817B0x22c	0x826B0x22c
0x2415B0x28f	0x2423B0x28f
0x2d4eB0x2426B0x28f	0x2d5fB0x2426B0x28f
0x335B0x1dc	0x344B0x1dc
0x364B0x1dc	0x369B0x1dc
0x38fB0x1dc	0x3d0B0x1dc
0x412B0x1dc	0x419B0x1dc
0x3e0B0x1dc	0x3fdB0x1dc
0x3feB0x1dc	0x412B0x1dc
0x45aB0x1dc	0x45fB0x1dc
0x447B0x1dc	0x45aB0x1dc
0x4b7B0x1dc	0x4cbB0x1dc
0x4cfB0x1dc	0x4daB0x1dc
0x50bB0x1dc	0x51cB0x1dc
0x51dB0x1dc	0x52eB0x1dc
0x545B0x1dc	0x556B0x1dc
0x592B0x1dc	0x5b9B0x1dc
0x5daB0x1dc	0x601B0x1dc
0x369B0x1dc	0x372B0x1dc
0x372B0x1dc	0x37cB0x1dc
0x3d0B0x1dc	0x3dfB0x1dc
0x419B0x1dc	0x446B0x1dc
0xc170x31cB0x1dc	0xc1c0x31cB0x1dc
0xbdd0x31cB0x1dc	0xbe80x31cB0x1dc
0xbc50x31cB0x1dc	0xbd90x31cB0x1dc
0xb8f0x31cB0x1dc	0xb970x31cB0x1dc
0xc150x31cB0x1dc	0xc170x31cB0x1dc
0x2c8dB0x37dB0x1dc	0x2ca0B0x37dB0x1dc
0x2ca3B0x37dB0x1dc	0x2cbaB0x37dB0x1dc
0x2cbdB0x37dB0x1dc	0x2cd0B0x37dB0x1dc
0x26b5B0xbf10x31cB0x1dc	0x26c3B0xbf10x31cB0x1dc
0x2703B0x280aB0x476B0x1dc	0x270cB0x280aB0x476B0x1dc
0x26f0B0x280aB0x476B0x1dc	0x2703B0x280aB0x476B0x1dc
0x2368B0x557B0x1dc	0x2382B0x557B0x1dc
0x2388B0x557B0x1dc	0x2391B0x557B0x1dc
0x2382B0x557B0x1dc	0x2388B0x557B0x1dc
0x23ecB0x23bdB0x557B0x1dc	0x23f5B0x23bdB0x557B0x1dc
0x11460x620B0x2f40	0x11540x620B0x2f40
0x10fe0x620B0x2f40	0x110b0x620B0x2f40
0x10ac0x620B0x2f40	0x10b90x620B0x2f40
0x105a0x620B0x2f40	0x10670x620B0x2f40
0xd340x620B0x2f40	0xd410x620B0x2f40
0x16260x620B0x2f40	0x16a90x620B0x2f40
0x139a0x620B0x2f40	0x141d0x620B0x2f40
0x130e0x620B0x2f40	0x13520x620B0x2f40
0x620B0x2f40	0x6660x620B0x2f40
0x2c390x620B0x2f40	0x2c420x620B0x2f40
0x27a90x620B0x2f40	0x27c30x620B0x2f40
0x1fe50x620B0x2f40	0x1fed0x620B0x2f40
0x1fc40x620B0x2f40	0x1fce0x620B0x2f40
0x1fa60x620B0x2f40	0x1fad0x620B0x2f40
0x1f990x620B0x2f40	0x1fa50x620B0x2f40
0x1f8a0x620B0x2f40	0x1f920x620B0x2f40
0x1b030x620B0x2f40	0x1b140x620B0x2f40
0x1ac70x620B0x2f40	0x1ad20x620B0x2f40
0x1aad0x620B0x2f40	0x1ac30x620B0x2f40
0x1a320x620B0x2f40	0x1a3a0x620B0x2f40
0x1a120x620B0x2f40	0x1a320x620B0x2f40
0x19e40x620B0x2f40	0x19f20x620B0x2f40
0x18f20x620B0x2f40	0x18fd0x620B0x2f40
0x18d80x620B0x2f40	0x18ee0x620B0x2f40
0x185f0x620B0x2f40	0x186a0x620B0x2f40
0x18450x620B0x2f40	0x185b0x620B0x2f40
0x17ff0x620B0x2f40	0x18060x620B0x2f40
0x17c70x620B0x2f40	0x17d20x620B0x2f40
0x177c0x620B0x2f40	0x17c30x620B0x2f40
0x17440x620B0x2f40	0x174f0x620B0x2f40
0x172a0x620B0x2f40	0x17400x620B0x2f40
0x16ad0x620B0x2f40	0x16b80x620B0x2f40
0x161f0x620B0x2f40	0x16260x620B0x2f40
0x15d90x620B0x2f40	0x15e40x620B0x2f40
0x15bf0x620B0x2f40	0x15d50x620B0x2f40
0x15790x620B0x2f40	0x15800x620B0x2f40
0x15410x620B0x2f40	0x154c0x620B0x2f40
0x14f60x620B0x2f40	0x153d0x620B0x2f40
0x14be0x620B0x2f40	0x14c90x620B0x2f40
0x14a40x620B0x2f40	0x14ba0x620B0x2f40
0x14210x620B0x2f40	0x142c0x620B0x2f40
0x138e0x620B0x2f40	0x139a0x620B0x2f40
0x13560x620B0x2f40	0x13610x620B0x2f40
0x13080x620B0x2f40	0x130e0x620B0x2f40
0x12be0x620B0x2f40	0x13040x620B0x2f40
0x11f50x620B0x2f40	0x11fb0x620B0x2f40
0x11eb0x620B0x2f40	0x11f10x620B0x2f40
0x11de0x620B0x2f40	0x11e70x620B0x2f40
0x11720x620B0x2f40	0x117a0x620B0x2f40
0x11360x620B0x2f40	0x11460x620B0x2f40
0x112a0x620B0x2f40	0x11350x620B0x2f40
0x10d80x620B0x2f40	0x10fe0x620B0x2f40
0x10860x620B0x2f40	0x10ac0x620B0x2f40
0x10340x620B0x2f40	0x105a0x620B0x2f40
0xff70x620B0x2f40	0x10300x620B0x2f40
0xfec0x620B0x2f40	0xff60x620B0x2f40
0xfe20x620B0x2f40	0xfec0x620B0x2f40
0xf9f0x620B0x2f40	0xfaa0x620B0x2f40
0xf530x620B0x2f40	0xf9b0x620B0x2f40
0xf1b0x620B0x2f40	0xf260x620B0x2f40
0xf040x620B0x2f40	0xf170x620B0x2f40
0xe720x620B0x2f40	0xe7d0x620B0x2f40
0xe230x620B0x2f40	0xe6e0x620B0x2f40
0xdff0x620B0x2f40	0xe0c0x620B0x2f40
0xd910x620B0x2f40	0xda00x620B0x2f40
0xd420x620B0x2f40	0xd590x620B0x2f40
0xd2a0x620B0x2f40	0xd340x620B0x2f40
0xce90x620B0x2f40	0xcf40x620B0x2f40
0xccf0x620B0x2f40	0xce50x620B0x2f40
0x6e20x620B0x2f40	0x6ea0x620B0x2f40
0x6c60x620B0x2f40	0x6cb0x620B0x2f40
0x6a20x620B0x2f40	0x6a90x620B0x2f40
0x66a0x620B0x2f40	0x6750x620B0x2f40
0x11650x620B0x2f40	0x116a0x620B0x2f40
0x11e70x620B0x2f40	0x11eb0x620B0x2f40
0x11f10x620B0x2f40	0x11f50x620B0x2f40
0x2c0c0x620B0x2f40	0x2c390x620B0x2f40
0x123f0x620B0x2f40	0x126d0x620B0x2f40
0x11b00x620B0x2f40	0x11de0x620B0x2f40
0x13040x620B0x2f40	0x13080x620B0x2f40
0xfd70x620B0x2f40	0xfe20x620B0x2f40
0xd250x620B0x2f40	0xd2a0x620B0x2f40
0x6b10x620B0x2f40	0x6c60x620B0x2f40
0x2695B0x67e0x620B0x2f40	0x26a3B0x67e0x620B0x2f40
0x26a6B0x67e0x620B0x2f40	0x26b2B0x67e0x620B0x2f40
0x26cdB0xf2f0x620B0x2f40	0x26dcB0xf2f0x620B0x2f40
0x26b5B0xfb30x620B0x2f40	0x26c3B0xfb30x620B0x2f40
0x26b5B0x14350x620B0x2f40	0x26c3B0x14350x620B0x2f40
0x2695B0x14d20x620B0x2f40	0x26a3B0x14d20x620B0x2f40
0x26a6B0x14d20x620B0x2f40	0x26b2B0x14d20x620B0x2f40
0x26b5B0x15550x620B0x2f40	0x26c3B0x15550x620B0x2f40
0x2695B0x15ed0x620B0x2f40	0x26a3B0x15ed0x620B0x2f40
0x26a6B0x15ed0x620B0x2f40	0x26b2B0x15ed0x620B0x2f40
0x26b5B0x16c10x620B0x2f40	0x26c3B0x16c10x620B0x2f40
0x2695B0x17580x620B0x2f40	0x26a3B0x17580x620B0x2f40
0x26a6B0x17580x620B0x2f40	0x26b2B0x17580x620B0x2f40
0x26b5B0x17db0x620B0x2f40	0x26c3B0x17db0x620B0x2f40
