0x6e2
0xaa4
0xaf9
0xd28
0xd7d
0xe07
0x101a
0x1050
0x106a
0x10d3
0x110a
0x1123
0x135b
0x13b0
0x1630
0x1685
0x19fe
0x1d5c
0x1db1
0x1f8e
0x211e
0x2173
0x243b
0x2490
