0x23f
0x2e0
0x2fc
0x39d
0x3a7
0x4cb
0x588
0x7ad
0x7b4
0x7da
0x7e0
0x7e6
0x863
0x8c2
0x8ce
0x90c
0x92d
0x932
0x982
0x987
0x9e1
0xa47
0xa58
0xaa6
0xaee
0xb53
0xbaf
0xbb5
0xbce
0xd57
0xd8f
0xe43
0xf92
0xffc
0x1094
0x10ac
0x1109
0x114a
0x1174
0x120b
0x126a
0x12a6
0x13b5
0x13d4
0x1400
0x142c
0x1458
0x1484
0x14b0
0x14dc
0x1508
0x1534
0x177a
0x1785
0x17c4
0x17f3
0x18ff
0x190c
0x1968
0x1975
0x1a94
0x1b01
0x1b0f
0x1b4c
0x1b72
0x1c56
0x1c60
0x1dfd
0x1e0b
0x1e18
0x1e3e
0x2106
0x211a
0x21ca
