0x0	0x2
0x4	0x5
0xf	0x14
0x2	0x4
0x5	0x7
0x7	0x8
0x8	0xc
0xc	0xd
0xd	0xf
0x16	0x17
0x17	0x1b
0x1c	0x21
0x21	0x25
0x29	0x2d
0x2d	0x2f
0x2f	0x50
0x50	0x54
0x56	0x59
0x59	0x5a
0x5a	0x5c
0x5c	0x1050
0x66	0x67
0x67	0x6b
0x6c	0x70
0x70	0x74
0x76	0x7b
0x7b	0x7f
0x82	0x83
0x83	0x84
0x84	0x88
0x89	0x8f
0x8f	0x93
0x93	0x95
0x95	0x96
0x96	0x9a
0x9a	0x9b
0x9b	0x9d
0x9d	0x9e
0xa3	0xa9
0xa9	0xab
0xab	0xcc
0xcc	0xd0
0xd2	0xd5
0xd5	0xd6
0xd6	0xd8
0xd8	0x1055
0xe2	0xe3
0xe3	0xe7
0xe8	0xec
0xec	0xf0
0xf2	0xf7
0xf7	0xfa
0xfa	0xfb
0xfb	0xfd
0xfd	0x105a
0x10d	0x111
0x113	0x118
0x118	0x11c
0x11c	0x11e
0x11e	0x11f
0x11f	0x123
0x123	0x124
0x124	0x126
0x126	0x127
0x129	0x12d
0x12e	0x130
0x130	0x131
0x131	0x135
0x135	0x137
0x137	0x139
0x13a	0x13c
0x13c	0x13f
0x13f	0x140
0x141	0x143
0x143	0x146
0x146	0x147
0x148	0x169
0x169	0x16c
0x16c	0x16d
0x16e	0x181
0x181	0x183
0x183	0x184
0x184	0x187
0x187	0x188
0x189	0x18b
0x18b	0x18d0x0
0x196	0x199
0x199	0x19a
0x19a	0x19c
0x19c	0x105f
0x1d8	0x1d9
0x1d9	0x1da
0x1da	0x1dc
0x4ce	0x4d2
0x4d2	0x4d6
0x4d6	0x4d8
0x4d9	0x4db
0xf4c	0xf51
0xf51	0xf53
0xf53	0xf54
0xf54	0xf56
0xf57	0xf59
0xf59	0xf5b
0xf5c	0xf5e
0xf5e	0xf60
0xf81	0xf86
0xf86	0xf88
0xf88	0xf89
0xf89	0xf8b
0xf8c	0xf8e
0xf8e	0xf90
0xf91	0xf93
0xf93	0xf95
0x1050	0x65
0x1055	0xe1
0x105a	0x106
0x105f	0x1a5
0x1920x0	0x1940x0
0x18f0x0	0x1920x0
0x18d0x0	0x18f0x0
0x454S0x26	0x459S0x26
0x459S0x26	0x45bS0x26
0x45bS0x26	0x45cS0x26
0x45cS0x26	0x45eS0x26
0x45fS0x26	0x461S0x26
0x461S0x26	0x463S0x26
0x464S0x26	0x466S0x26
0x466S0x26	0x468S0x26
0x449S0x26	0x44dS0x26
0x44dS0x26	0x44eS0x26
0x44eS0x26	0x44fS0x26
0x44fS0x26	0x453S0x26
0x46bS0x26	0x46dS0x26
0x454S0xa1	0x459S0xa1
0x459S0xa1	0x45bS0xa1
0x45bS0xa1	0x45cS0xa1
0x45cS0xa1	0x45eS0xa1
0x45fS0xa1	0x461S0xa1
0x461S0xa1	0x463S0xa1
0x464S0xa1	0x466S0xa1
0x466S0xa1	0x468S0xa1
0x449S0xa1	0x44dS0xa1
0x44dS0xa1	0x44eS0xa1
0x44eS0xa1	0x44fS0xa1
0x44fS0xa1	0x453S0xa1
0x46bS0xa1	0x46dS0xa1
0x327S0x0	0x32aS0x0
0x360S0x0	0x363S0x0
0x375S0x0	0x378S0x0
0x385S0x0	0x389S0x0
0x389S0x0	0x38dS0x0
0x3b0S0x0	0x3b4S0x0
0x3b4S0x0	0x3b8S0x0
0x3cfS0x0	0x3d2S0x0
0x316S0x0	0x319S0x0
0x319S0x0	0x31bS0x0
0x31bS0x0	0x31fS0x0
0x31fS0x0	0x320S0x0
0x320S0x0	0x321S0x0
0x321S0x0	0x322S0x0
0x322S0x0	0x326S0x0
0x32cS0x0	0x331S0x0
0x331S0x0	0x335S0x0
0x339S0x0	0x33dS0x0
0x33dS0x0	0x340S0x0
0x340S0x0	0x341S0x0
0x341S0x0	0x345S0x0
0x347S0x0	0x34aS0x0
0x34aS0x0	0x34bS0x0
0x34bS0x0	0x34fS0x0
0x34fS0x0	0x351S0x0
0x351S0x0	0x353S0x0
0x353S0x0	0x355S0x0
0x355S0x0	0x356S0x0
0x356S0x0	0x359S0x0
0x359S0x0	0x35aS0x0
0x35aS0x0	0x35bS0x0
0x35bS0x0	0x35fS0x0
0x367S0x0	0x36bS0x0
0x36bS0x0	0x36eS0x0
0x36eS0x0	0x36fS0x0
0x36fS0x0	0x370S0x0
0x370S0x0	0x374S0x0
0x37bS0x0	0x37eS0x0
0x37eS0x0	0x37fS0x0
0x37fS0x0	0x380S0x0
0x380S0x0	0x384S0x0
0x38fS0x0	0x391S0x0
0x391S0x0	0x392S0x0
0x392S0x0	0x395S0x0
0x395S0x0	0x396S0x0
0x396S0x0	0x398S0x0
0x398S0x0	0x39bS0x0
0x39bS0x0	0x39cS0x0
0x39cS0x0	0x39eS0x0
0x39eS0x0	0x39fS0x0
0x39fS0x0	0x3a1S0x0
0x3a1S0x0	0x3a5S0x0
0x3a5S0x0	0x3a8S0x0
0x3a8S0x0	0x3a9S0x0
0x3a9S0x0	0x3aaS0x0
0x3aaS0x0	0x3abS0x0
0x3abS0x0	0x3afS0x0
0xfb6S0x0	0xfbbS0x0
0xfbbS0x0	0xfbdS0x0
0xfbdS0x0	0xfbeS0x0
0xfbeS0x0	0xfc0S0x0
0xfc1S0x0	0xfc3S0x0
0xfc3S0x0	0xfc5S0x0
0xfc6S0x0	0xfc8S0x0
0xfc8S0x0	0xfcaS0x0
0x3bbS0x0	0x3bdS0x0
0x3c2S0x0	0x3c6S0x0
0x3c6S0x0	0x3c7S0x0
0x3c7S0x0	0x3c8S0x0
0x3c8S0x0	0x3c9S0x0
0x3c9S0x0	0x3caS0x0
0x3caS0x0	0x3ceS0x0
0xfebS0x0	0xff0S0x0
0xff0S0x0	0xff2S0x0
0xff2S0x0	0xff3S0x0
0xff3S0x0	0xff5S0x0
0xff6S0x0	0xff8S0x0
0xff8S0x0	0xffaS0x0
0xffbS0x0	0xffdS0x0
0xffdS0x0	0xfffS0x0
0x3d4S0x0	0x3d9S0x0
0x3d9S0x0	0x3dcS0x0
0x3dcS0x0	0x3ddS0x0
0x3ddS0x0	0x3e0S0x0
0x3e0S0x0	0x3e1S0x0
0x3e1S0x0	0x3e5S0x0
0x30cS0x32bS0x0	0x30fS0x32bS0x0
0x2faS0x32bS0x0	0x2fbS0x32bS0x0
0x2fbS0x32bS0x0	0x2fdS0x32bS0x0
0x2fdS0x32bS0x0	0x2ffS0x32bS0x0
0x2ffS0x32bS0x0	0x301S0x32bS0x0
0x301S0x32bS0x0	0x302S0x32bS0x0
0x302S0x32bS0x0	0x304S0x32bS0x0
0x304S0x32bS0x0	0x306S0x32bS0x0
0x306S0x32bS0x0	0x307S0x32bS0x0
0x307S0x32bS0x0	0x30bS0x32bS0x0
0x30cS0x336S0x0	0x30fS0x336S0x0
0x2faS0x336S0x0	0x2fbS0x336S0x0
0x2fbS0x336S0x0	0x2fdS0x336S0x0
0x2fdS0x336S0x0	0x2ffS0x336S0x0
0x2ffS0x336S0x0	0x301S0x336S0x0
0x301S0x336S0x0	0x302S0x336S0x0
0x302S0x336S0x0	0x304S0x336S0x0
0x304S0x336S0x0	0x306S0x336S0x0
0x306S0x336S0x0	0x307S0x336S0x0
0x307S0x336S0x0	0x30bS0x336S0x0
0x495S0x3d3S0x0	0x499S0x3d3S0x0
0x499S0x3d3S0x0	0x49aS0x3d3S0x0
0x46fS0x3d3S0x0	0x474S0x3d3S0x0
0x48eS0x3d3S0x0	0x48fS0x3d3S0x0
0x48fS0x3d3S0x0	0x490S0x3d3S0x0
0x490S0x3d3S0x0	0x494S0x3d3S0x0
0x474S0x3d3S0x0	0x475S0x3d3S0x0
0x475S0x3d3S0x0	0x476S0x3d3S0x0
0x476S0x3d3S0x0	0x47aS0x3d3S0x0
0x47dS0x3d3S0x0	0x47eS0x3d3S0x0
0x47eS0x3d3S0x0	0x481S0x3d3S0x0
0x481S0x3d3S0x0	0x482S0x3d3S0x0
0x483S0x3d3S0x0	0x485S0x3d3S0x0
