0x1af5
0x1b10
0x1b5a
0x1b72
0x1ba5
0x1bef
0x1c6a
0x1cb4
0x4f9dS0x46b6
0x4f53S0x46b6
0x4f9dS0x485f
0x4f53S0x485f
